SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVERNMENT GIRLS PRIMARY SCHOOL COMBOO MALE,UC-1 KHALISSA -I- SIRBELAND PURA* SETHI TOWN NO 2* GENERAL TRUCK STAND* CHILDREN HOSPITAL.,016010103,-,1071,,1071,4,,4
,,-,016010105,-,651,,651,,,
2,GOVERNMENT GIRLS MIDDLE SCHOOL SARBALAND PURA FEMALE,UC-1 KHALISA-I- SIRBELAND PURA* SETHI TOWN NO 2. GENERAL TRUCK STAND* CHILDREN HOSPITAL.,016010103,-,,698,698,,2,2
,,-,016010105,-,,494,494,,,
3,GOVERNMENT PRIMERY BOYS SCHOOL FOR BOYS SARBALAND PURRA (MALE) NO.1,UC-1 KHALISA -I MILITARY SUPPLY DEPOT* MADINA COLONY* GENERAL BUS STAND* PHARI PURA GHANI COLONY SETHI TOWN MEHTAB COLONY AJAB KHAN TOWN NAVEED TOWN KHAN COLONY,016011201,-,1047,,1047,3,,3
,,-,016011202,-,591,,591,,,
4,GOVERNMENT PRIMERY SCHOOL FOR BOYS SARBALAND PURRA (MALE) NO 1,UC-1 KHALISA-I MILITARY SUPPLY DEPOT MADINA COLONY GENERAL BUS STAND PHARI PURA GHARI COLONY SETHI TOWN MEHTAB COLONY COMBOH AJAB KHAN TOWN  NAVEED TOWN  KHAN COLONY,016011203,-,669,,669,4,,4
,,-,016011207,-,1013,,1013,,,
5,GOVERNMENT MIDDLE SCHOOL BOYS PAHARI PURA (FEMALE) PS-1,UC-1 KHALIDA-IMADINA COLONY GENERAL BUS PAHARIPURA GHANI COLONY SETHI TOWN MEHTAB COLONY KAMBOO AJAB KHAN TOWN NAVEED TOWN KHAN COLONY,016011201,-,,608,608,,4,4
,,-,016011202,-,,391,391,,,
,,-,016011203,-,,448,448,,,
,,-,016011207,-,,673,673,,,
6,GOVERNMENT PRIMERY SCHOOL BOYS SARBALAND PURA NO.1 (MALE) PS-3,UC-1 KHALISA-I CAMBO PARHI PURA GARHI REHIM DAD MOMIN TOWN PATIALLY GHARI COLONY QUARTERS ISMAIL  PURA,016011205,-,622,,622,4,,4
,,-,016011206,-,605,,605,,,
,,-,016011204,-,982,,982,,,
