SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,Boys Primary School chak No. 226/RB Sabana(M) U.C.20,-,56300101,-,338,,338,3,,3
,,-,56300102,-,404,,404,,,
,,-,56300103,-,500,,500,,,
2,Boys Primary School Jhumara Road Khurrianwala(F),-,56300101,-,0,218,218,0,2,2
,,-,56300102,-,0,350,350,,,
,,-,56300103,-,0,313,313,,,
3,Boys Primary School Jhumara Road 266/RB(M),-,56300104,-,564,0,564,2,0,2
,,-,56300105,-,518,0,518,,,
4,Boys Primary School Jhumara Road Khurrianwala(F),-,56300104,-,0,435,435,0,2,2
,,-,5600105,-,0,392,392,,,
5,Boys Higher Secondary School* Khurrianwala(M),-,56300201,-,174,0,174,3,0,3
,,-,56300202,-,937,0,937,,,
6,Girls Higher Secondary School Khurrianwala (F),-,56300201,-,0,104,104,0,2,2
,,-,56300202,-,0,797,797,,,
7,Higher Secondary School ,-,56300203,-,1134,,1134,3,0,3
8,Girls Higher Secondary School* ,-,56300203,-,0,901,901,0,2,2
9,Boys Primary School Chak ,-,56300204,-,1094,0,1094,2,0,2
10,Girls Primary School Chak No. ,-,56300204,-,0,698,698,0,2,2
11,Boys Primary School Chak No. 194/RB (M),-,56300301,-,432,0,432,0,0,0
,,-,56300302,-,384,0,384,,,
12,Girls Primary School Chak No. 194/RB(F),-,56300301,-,0,282,282,0,2,2
,,-,56300302,-,0,261,261,,,
13,Office of AEO By-Pass Road ,-,56300303,-,658,475,1133,2,1,3
14,Boys Primary School Chak No. ,-,56300304,-,733,0,733,2,0,2
15,Boys Primary School Chak No. ,-,56300304,-,0,511,511,0,2,2
16,Girls Primary School chak No.266 RB Near Water Works (M),-,56300401,-,412,0,412,2,0,2
,,-,56300402,-,577,0,577,,,
17,Girls Primary School chak No.266/RB Near Water Works(F),-,56300401,-,0,283,283,0,2,2
,,-,56300402,-,0,394,394,,,
18,Girls High Secondary School ,-,56300403,-,792,623,1415,2,2,4
19,Girls Higher Secondary School ,-,56300404,-,788,557,1345,2,1,3
