SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,R.H.C QILA DIDAR SINGH (MALE),MOH.NA\ANABAD,061020101,-,726,0,726,3,,3
,,MOH MUHAMMADIA,61020401,-,400,,400,,,
,,MOH. BAGHWALA,061020402,-,1065,,1065,,,
2,OFFICE OF PROJECT MANAGER QILA DIDAR SINGH (FEMALE),MOH.NA\ANABAD,061020101,-,,574,574,,3,3
,,MOH. MUHAMMADIA,61020401,-,,338,338,,,
,,MOH. BAGHWALA,061020402,-,,924,924,,,
3,GOVT. GIRLS INTER CLLEGE QILA DIDAR SINGH (MALE),MOH. BARKAT PURA,061020304,-,988,,988,3,,3
,,MOH. BARKAT PURA,061020405,-,1205,,1205,,,
4,GOVT. MAQBOOL AKHTAR H/S QILA DIDAR SINGH (FEMALE),MOH. BARKAT PURA,061020304,-,,696,696,,2,2
,,MOH. BARKAT PURA,061020405,-,,1052,1052,,,
5,GOVT BOYS P/S NO 1 QILA DIDAR SING (MALE),MOH COMMIITTEE WALA,061020301,-,514,,514,3,,3
,,ASHRAF TOWN,061020302,-,932,,932,,,
,,MOH TUHEED PURA,061020303,-,631,,631,,,
6,GOVT GIRLS M/S QILA DIDAR SINGH (FEMALE),MOH COMMITTEE WALA,061020301,-,,437,437,,3,3
,,ASHRAF TOWN,061020302,-,,700,700,,,
,,MOH TUHEED PURA,061020303,-,,512,512,,,
7,GOVT BOYS P/S NO 3 QILA ,MOH. LAL ,061020404,-,315,306,621,2,1,3
,,MOH TANKI WALA,61020305,-,625,581,1206,,,
8,GOVT GIRLS INTER CLLEGE QILA DIDAR SINGH (MALE),GHALA MANDI/PURANA HOSPITAL,061020403,-,744,,744,2,,2
,,MOH. QASURIAN,061020406,-,916,,916,,,
9,GOVT MAQBOOL AKHTAR H/S QILA DIDAR SINGH (FEMAL),MOH GHALA MANDI/PURANA HOSPITAL,061020403,-,,623,623,,2,2
,,MOH QASURIAN,061020406,-,,762,762,,,
10,GOVT BOYS DEGREE COLLEGE QILA DIDAR SINGH (MALE),MOH MORIGAT,061020102,-,690,,690,2,,2
,,MOH ABAS PURA,061020103,-,924,,924,,,
11,GOVT BOYS P/S NO 3 QILA DIDAR SINGH (FAMALE),MOH MORIGAT,061020102,-,,648,648,,2,2
,,MOH ABAS PURA,061020103,-,,934,934,,,
12,GOVT BOYS H/S NO 1 QILA DIDAR SINGH MALE,MOH MUHAMMAD PURA,061020106,-,1433,,1433,3,,3
,,MOH DABWALA/PURANA BAZAR,061020107,-,481,,481,,,
13,GOVT BOYS H/S NO 1 QILA DIDAR SINGH (MALE),MOH MUHAMMAD PURA,061020106,-,,1310,1310,,2,2
,,DABWALA/PURANA BAZAR,061020107,-,,437,437,,,
14,GOVT BOYS DEGREE CLLEGE QILA DIDAR SINGH (MALE),MOH LOHRAN,061020104,-,791,,791,3,,3
,,MOH MUHAMMAD PURA,061020105,-,1179,,1179,,,
15,GOVT BOYS DEGREE CLLEGE QILA DIDAR SING (FEMAL),MOH LOHRAN,061020104,-,,764,764,,3,3
,,MOH MUHAMMAD PURA,061020105,-,,1116,1116,,,
16,GOVT BOYS H/S NO 2 QILA ,MOH BHOTAN ,061020202,-,527,,527,2,,2
,,MOH MASJAD FAROOQIA,061020203,-,717,,717,,,
17,GOVT BOYS H/S NO 2 QILA DIDAR SING (MALE),MOH BHOTAN PURA,061020202,-,,449,449,,2,2
,,MOH MASJAD FAROOQIA,061020203,-,,640,640,,,
18,VETERNRY HOSPITAL QILA DIDA SINGH (MALE),MOH DARUS SALAM,061020205,-,682,,682,2,,2
,,MOH COMMITTEE WALA,061020206,-,631,,631,,,
19,MUNICIPAL OFFICE QILA DIDAR SING (FEMAL),MOH DARUS SALAM,061020205,-,,624,624,,2,2
,,MOH COMMITTEE WALA,061020206,-,,576,576,,,
20,GOVT M.C GIRLS H.S. QILA DIDAR SINGH (MALE),MOH PURAN BAZAR,061020201,-,1001,,1001,2,,2
,,MOH JAFARIA,061020204,-,438,,438,,,
21,GOVT M.C GIRLS H.S QILA DIDAR SINGH (FEMALE),MOH PURAN BAZAR,061020201,-,,864,864,,2,2
,,MOH JAFARIA,061020204,-,,381,381,,,
22,OFFICE OF G.M TELEPHONES LADEHWALA WARRIACH (MALE),MOH ISLAM TOWN/NASAR TOWN,061030101,-,2037,,2037,3,,3
23,OFFICE OF G.M TELEPHONES LADEHWALA WARRIACH (FEMALE),MOH ISLAM TOWN/NASAR TOWN,061030101,-,,1495,1495,,2,2
24,OFFICE OF UNION COUNCIL NO 138 KOT ISHAQ (MALE),MOH ISLAMBAD,061030102,-,789,,789,3,,3
,,GALA DARBAR,061030307,-,1259,,1259,,,
25,GOVT BOYS P.S KOT ISHAQ (FAMALE),MOH ISLAMBAD,061030102,-,,686,686,,2,2
,,GALA DARBAR,061030307,-,,908,908,,,
26,GOVT BOYS P.S MOH AFZAL TOWN LADHEWALA WARRIACH (MALE),MOH MASJED BALAL,061030104,-,700,,700,3,,3
,,MOH KOT ISHAQ,061030306,-,1479,,1479,,,
27,OFFICE OF THE GRAPHA LADHEWALA WARRIACH (FEMALE),MOH MASHED BALAL,061030104,-,,541,541,,2,2
,,MOH KOT ISHAQ,061030306,-,,1077,1077,,,
28,OFFICE OF THE GRAPHA LADHEWALA WARRIACH (C),MOH GHOSIA BAZAR,061030103,-,1104,834,1938,2,1,3
29,GOVT BOYS HIGH SCHOOL LADHEWALA WARRICH (MALE),MOH SHANI PANSHOP,061030203,-,680,,680,3,,3
,,MOH KOT QAZI,061030204,-,512,,512,,,
,,MOH DARAGUJRAN,061030205,-,809,,809,,,
30,GOVT GIRLS HIGH SCHOOL LADHEWALA WARRICH (FEMALE),MOH SHANI PANSHOP,061030203,-,,653,653,,3,3
,,MOH KOT QAZI,061030204,-,,477,477,,,
,,MOH DARA GUJRAN,061030205,-,,609,609,,,
31,GOVT BOYS HIGH SCHOOL LADHEWALA WARRICH (MALE),MOH BAZAR INSARIAN,061030201,-,630,,630,2,,2
,,MOH MAKHAN SHAH,061030202,-,810,,810,,,
32,GOVT BOYS HIGH SCHOOL LADHEWALA WARRICH (FEMALE),MOH BAZAR INSARIAN,061030201,-,,527,527,,2,2
,,MOH MAKHAN SHAH,061030202,-,,692,692,,,
33,OFFICE OF UNION COUNCIL NO 139 LADHEWALA WARRIACH (MALE),MOH BAKHRAIWALI ROAD,061030303,-,790,,790,3,,3
,,MOH TANKI WALA/MADDU KHALIL ROAD,061030304,-,368,,368,,,
,,MOH ROI WALA/THANY WALA,061030305,-,767,,767,,,
34,GOVT GIRLS PRIMERY SCHOOL LADHEWALA WARRIACH (FEMALE),MOH BAKHRAIWALI ROAD,061030303,-,,621,621,,3,3
,,MOH TANKI WALA/MADDU KHALIL ROAD,061030304,-,,330,330,,,
,,MOH ROI WALA/THNAY ,061030305,-,,616,616,,,
35,GOVT GIRLS HIGH SCHOOL LADHEWALA WARRIACH (MALE),MOH CHAH SHAKOOR WALA,061030301,-,577,,577,3,,3
,,MOH GANJ BUKSH,061030302,-,871,,871,,,
36,OFFICE OF THE S.D.O WAPDA LADHEWALA WARRIACH (FEMALE),MOH CHAH SHAKOOR WALA,061030301,-,,473,473,,2,2
,,MOH GANJ BUKSH,061030302,-,,776,776,,,
37,GOVT BOYS MIDDLE SCHOOL MASIKEWALI,MASAKEWALI,061060102,-,707,577,1284,2,1,3
,,KOT AMAR SING,061060104,-,317,280,597,,,
38,GOVT BOYS M.S KOT BARY KHAN,KOT BARE KHAN,061060105,-,1022,748,1770,2,1,3
,,GARI HAMAT SING,061060101,-,74,70,144,,,
,,LASHKRIPUR,061060103,-,257,200,457,,,
39,GOVT BOYS DOGARANWALA,DOGRANWALI,061060106,-,775,653,1428,2,2,4
,,DOGRNAWALA/MOH SIDDIQ AKBAR ROAD,061060107,-,405,427,832,,,
