SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GMS BOSA KHEL CHARSADDA P STATION NO. 1 (FEMALE),MC CHARSADDA,014010101,-,,427,427,,3,3
,,MC CHARSADDA,014010102,-,,405,405,,,
,,MC CHARSADDA,014010103,-,,403,403,,,
2,GMS BOSA KHEL CHARSADDA P STATION NO11 (FEMALE),MC CHARSADDA,014010104,-,,321,321,,3,
,,MC CHARSADDA,014010105,-,,337,337,,,
,,MC CHARSADDA,014010106,-,,453,453,,,
3,GHS GHARI HAMED GUL P STATION NO .1 (FEMALE),MC CHARSADDA,014010201,-,,576,576,,3,
,,MC CHARSADDA,014010202,-,,429,429,,,
,,MC CHARSADDA,014010204,-,,494,494,,,
4,GHS GHARI HAMED GUL P STATION NO II (FEMALE),MC CHARSADDA,014010203,-,,748,748,,3,
,,MC CHARSADDA,014010205,-,,504,504,,,
5,GHS CHARSADDA KHASS P STATION NO I (MALE),MC CHARSADDA,014010101,-,531,,531,3,,
,,MC CHARSADDA,014010102,-,528,,528,,,
,,MC CHARSADDA,014010103,-,531,,531,,,
6,GHS CHARSADDA KHASS P STAION NO II (MALE),MC CHARSADDA,014010104,-,403,,403,3,,
,,MC CHARSADDA,014010105,-,425,,425,,,
,,MC CHARSADDA,014010106,-,739,,739,,,
7,GHS CHARSADDA KHASS P STATION NO III (MALE),MC CHARSADDA,014010201,-,697,,697,4,,4
,,MC CHARSADDA,014010204,-,698,,698,,,
,,MC CHARSADDA,014010205,-,585,,585,,,
8,GPS QAZI KHEL (MALE),MC CHARSADDA,014010202,-,553,,553,3,,3
,,MC CHARSADDA,014010203,-,994,,994,,,
9,GHS NO 1 CHARSADDA P STATION NO I (FEMALE),MC CHARSADDA,014010301,-,,515,515,,3,3
,,MC CHARSADDA,014010302,-,,338,338,,,
,,MC CHARSADDA,014010303,-,,451,451,,,
10,GHS NO 1 CHARSADDA P STATION NO II (FEMALE),MC CHARSADDA,014010304,-,,346,346,,3,3
,,MC CHARSADDA,014010305,-,,561,561,,,
,,MC CHARSADDA,014010402,-,,376,376,,,
11,GHS NO 1 CHARSADDA P STATION NO III (FEMALE),MC CHARSADDA,014010401,-,,595,595,,2,2
,,MC CHARSADDA,014010403,-,,164,164,,,
12,GHS NO 1 CHARSADDA P STATION NO IV (MALE),MC CHARSADDA,014010302,-,461,,461,3,,3
,,MC CHARSADDA,014010303,-,854,,854,,,
,,MC CHARSADDA,014010403,-,208,,208,,,
13,GPS UMAR ABAD (MALE),MC CHARSADDA,014010404,-,199,,199,3,,3
,,MC CHARSADDA,014010405,-,904,,904,,,
14,GPS NO 2 BOSA KHEL (FEMALE),MC CHARSADDA,014010404,-,,160,160,,2,2
,,MC CHARSADDA,014010405,-,,678,678,,,
15,GMS ISLAMABAD P STATION NO I (MALE),MC CHARSADDA,014010301,-,642,,642,3,,3
,,MC CHARSADDA,014010304,-,507,,507,,,
16,GMS ISLAMABAD P STATION NO II (MALE),MC CHARSADDA,014010401,-,896,,896,3,,3
,,MC CHARSADDA,014010402,-,521,,521,,,
17,GGPS ISLAMABAD (MALE),MC CHARSADDA,014010305,-,816,,816,2,,2
18,G GIRL COLLEGE P STATION NO 1 (FEMALE),MC CHARSADDA,014010501,-,,185,185,,3,3
,,MC CHARSADDA,014010503,-,,367,367,,,
,,MC CHARSADDA,014010504,-,,275,275,,,
,,MC CHARSADDA,014010505,-,,218,218,,,
,,MC CHARSADDA,014010506,-,,290,290,,,
19,G GIRLS COLLEGE CHD: P STATION NO. II (FEMALE),MC CHARSADDA,014010601,-,,338,338,,3,3
,,MC CHARSADDA,014010602,-,,224,224,,,
,,MC CHARSADDA,014010502,-,,1024,1024,,,
20,G GIRLS COLLEGE CHD: P STATION NO III (FEMALE),MC CHARSADDA,014010603,-,,315,315,,3,3
,,MC CHARSADDA,014010604,-,,386,386,,,
,,MC CHARSADDA,014010605,-,,363,363,,,
,,MC CHARSADDA,014010701,-,,369,369,,,
,,MC CHARSADDA,014010702,-,,300,300,,,
21,G GIRLS COLLEGE CHD:P STATION NO IV (FEMALE),MC CHARSADDA,014010703,-,,254,254,,2,2
,,MC CHARSADDA,014010704,-,,238,238,,,
,,MC CHARSADDA,014010705,-,,327,327,,,
22,GGPS MIAN KILLI PRANG (MALE),MC CHARSADDA,014010503,-,516,,516,3,,3
,,MC CHARSADDA,014010505,-,281,,281,,,
,,MC CHARSADDA,014010506,-,331,,331,,,
23,GGHS MIAN KILLI P STATION NO.I(MALE),MC CHARSADDA,014010502,-,1459,,1459,3,,3
24,GGHS MAIN KILLI P STATION NO II (MALE),MC CHARSADDA,014010504,-,408,,408,3,,3
,,MC CHARSADDA,014010601,-,411,,411,,,
,,MC CHARSADDA,014010602,-,263,,263,,,
,,MC CHARSADDA,014010603,-,342,,342,,,
25,GPS MIAN KILLI PRANG (MALE),MC CHARSADDA,014010501,-,262,,262,3,,3
,,MC CHARSADDA,014010604,-,422,,422,,,
,,MC CHARSADDA,014010605,-,465,,465,,,
,,MC CHARSADDA,014010703,-,274,,274,,,
26,GPS NO. 3 PRANG (MALE),MC CHARSADDA,014010701,-,471,,471,2,,2
,,MC CHARSADDA,014010702,-,383,,383,,,
27,GGHS NO. 1 CHARSADDA KHAS STATION NO. 1( FEMALE),MC CHARSADDA,014010803,-,,308,308,,4,4
,,MC CHARSADDA,014010804,-,,248,248,,,
,,MC CHARSADDA,014010805,-,,409,409,,,
,,MC CHARSADDA,014010801,-,,681,681,,,
,,MC CHARSADDA,014010802,-,,286,286,,,
28,GGHS NO.1 CHARSADDA KHAS P S NO II (FEMALE),MC CHARSADDA,014010901,-,,452,452,,3,3
