SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT PRIMERY SCHOOL COLONY BATTAGRAM,AJMERA,172010601,-,507,250,757,2,1,3
,,AJMERA,172010603,-,923,440,1363,,,
2,GOVT PRIMARY SCHOOL ,AJMERA,172010602,-,977,558,1535,2,1,3
3,GOVT PRIMARY SCHOOL MATTA MAIDAN COMBINED,MAIDAN,172010604,-,290,123,413,2,1,3
,,NOWSHERA,172010605,-,386,188,574,,,
,,MATTA,172010606,-,501,290,791,,,
4,GOVT MIDDLE SCHOOL CHAPPARGRAM COMBINED,CHAPPARGRAM,172010701,-,550,242,792,2,1,3
,,CHAPPARGRAM,172010702,-,519,281,800,,,
5,GOVT MIDDLE SCHOOL CHAPPARGRAM COMBINED,CHAPPARGRAM,172010703,-,461,220,681,2,1,3
,,CHAPPARGRAM,172010704,-,365,324,689,,,
6,GOVT PRIMARY SCHOOL TAMAL COMBINED,TAMAL,172010705,-,363,227,590,2,1,3
,,TAMAL,172010706,-,386,188,574,,,
7,BASIC HEALTH UNIT BATTAGRAM COMBINED,BATTAGRAM,172010501,-,408,185,593,1,1,2
,,BATTAGRAM,172010503,-,657,311,968,,,
8,GOVT MIDDLE SCHOOL* BATTAGRAM COMBINED,BATTAGRAM,17201052,-,386,158,544,2,1,3
,,BATTAGRAM,172010505,-,773,382,1155,,,
9,GOVT PRIMARY SCHOOL ,BATTAGRAM,172010504,-,607,490,1097,2,1,3
10,GOVT. GIRLS PRIMARY SCHOOL BATTAGRAM ,BATTAGRAM,172010505,-,940,479,1419,2,1,3
11,GOVT GIRLS MIDDLE SCHOOL ARUGHOSHORI COMBINED,ARUGHOSHORT,172010507,-,754,448,1202,2,1,3
12,GOVT PRIMARY SCHOOL KHADLY COMBINED,KHADLY,172010301,-,586,347,933,2,1,3
,,KHADLY,172010302,-,281,142,423,,,
13,GOVT PRIMARY SCHOOL BATTAMORI COMBINED,BATTAMORI JANOBI,172010303,-,361,225,586,2,1,3
