SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GHS SERI MANERI BALA (M) IST PS,SERI GOHTI ZANDAI GHAREEB ABAD SBUKAR SHAH ETC,013010101,1TO 766,1703,,1703,3,,3
,,SHUKAR SHAH ETC,013010905,1 TO 937,,,,,,
2,GPS SERI MANERI BALA(F),AS ABOVE,013010101,1 TO 467,,1379,1379,,3,3
,,DO,103010905,1 TO 354,,,,,,
,,SERI SHER ALI KOTTY ETD,013010906,1 TO 558,,,,,,
3,GPS SHAGANI MANERI BALA (M) IST PS,ZANDAI MAINA NARO BANDA,013010102,1 TO 999,1563,,1563,3,,3
,,LANDA NARO MIR KHEL ETC,013010103,1 TO 564,,,,,,
4,GGDC SHAGAI M. BALA (F) IST PS,AS ABOVE,013010102,1 TO 663,,1707,1707,,3,3
,,-,013010103,1 TO 437,,,,,,
,,SHAGAI GAR AZAD KASHMIR M BALA,013010104,1 TO 236,,,,,,
,,BAR KHAMAL KHEL MIR KHEL ETC,013010202,1 TO 371,,,,,,
5,GPS SHAGAI MANERI BALA (M) 2ND PS,SHAGAI GAR AZAD KASHMIR SHARIF,013010104,1 TO 411,1420,,1420,3,,3
,,ABAD BANGLADASH BARKAS SERI,013010201,1 TO 561,,,,,,
,,MAKNAMKHEL BAR KHAMAL KHEL ETC,013010202,1 TO 448,,,,,,
6,GMS. MANERI BALA (MALE0,NAKNAMKHEL BARKAS LANDI ,013010203,1 TO 389,1381,,1381,3,,3
,,KHAZOKHEL* BUL* HANL HEL MIRKHEL,013010201,1 TO 516,,,,,,
,,ETC,013010205,1 TO 476,,,,,,
,GGDC SHAGAI M. BALA (F) 2ND,, 1381 ,,,1381,,,,
,PS,BANGLADASH BARKAS SERI NAIKNAMKHEL,013010201,1 TO 444,,802,802,,2,2
,,BAROKKHEL LANDI CHAM ETC.,013010203,1 TO 358,,,,,,
8,GGHS MANERI BALA (F),KHAZOKHEL BUKHANKHEL NAIKNAUN,013010204,1 TO 428,,837,837,,2,2
,,KHEL MIKHEL ETC.,013010205,1 TO 409,,,,,,
9,GHS* SERI M BALA [F] 2 P.S,SERI SHER ALI KOTTY * GOHATTI GHARIB ABAD SHOKARSHALH ETC.,013010906,1 TO 802,802,,802,2,2,4
10,GHS. MANERI PAYAN (M),ARKHA KAPARO CAR ETC,013010301,1 TO 545,1618,,1618,3,,3
,,SERI MANERI PAYAN TAWAS KHEL,013010302,1 TO 490,,,,,,
,,KARAM KHEL MANI KHEL ETC,013010506,1 TO 583,,,,,,
11,GPS KULA DHAND KANDARY M. PAYAN (M),DHANDAR KANDARY KULA DHAND,013010303,1 TO 646,1296,,1296,3,,3
,,LARGO PUL SHANGA ALI KHAN BENDA,013010304,1 TO 272,,,,,,
,,BI KOT MARWANDO TAUHEEDABAD.,013010305,1 TO 378,,,,,,
12,GPS NO. 3 MANERI PAYAN (F) 1ST P.S,AS ABOVE,013010301,1 TO 446,,1314,1314,,3,3
,,-,013010302,1 TO 376,,,,,,
,,-,013010303,1 TO 492,,,,,,
