SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,PARADISE NURSERY SCHOOL*PLOT NO. 96* NEAR,CITY AREA,57210101  CHARGE NO.21* CIRCLE ,-,678,,678,3,,3
,QASIM PARK PEOPLE COLONY,,NO.1*BLOCK NO.1*,,,,,,,
,,-,57210107  BLOCK NO.7,-,424,,424,,,
2,MUNCIPAL DISPENSARY* QASIM PARK PEOPLES,CITY AREA,57210101  CHARGE NO.21* CIRCLE NO.1* ,-,,625,625,,2,2
,COLONY NO. 2(F),,BLOCK NO.1,,,,,,,
,,-,57210107  BLOCK NO.7,-,,341,341,,,
3,M.C. BOYS PRIMARY SCHOOL GHAUSIA CHOWK. PEOPLES,CITY AREA,57210102  CHARGE NO.21*CIRCLE ,-,567,,567,2,,2
,COLONY NO.2(M),,NO.1*BLOCK NO.2,,,,,,,
,,-,57210103  BLOCK NO.3,-,453,,453,,,
4,M.C. BOYS PRIMARY SCHOOL GHAUSIA CHOWK* PEOPLES,CITY AREA,57210104  CHARGE NO.21* CIRCLE NO.1* ,-,631,,631,2,,2
,,,BLOCK NO.4*,,,,,,,
5,M.C. GIRLS EXT. NO. 2 HIGH SCHOOL PEOPLES COLONY,CITY AREA,57210102  CHARGE NO.21* CIRCLE NO.1* ,-,,451,451,,2,2
,NO.2 (F),,BLOCK NO.2*,,,,,,,
,,-,57210103  BLOCK NO.3,-,,429,429,,,
6,M.C. GIRLS EXT. NO.2 HIGH SCHOOL PEOPLES COLONY,CITY AREA,57210104  CHARGE NO.21* CIRLE NO.1* ,-,,631,631,,2,2
,,,BLOCK NO.4*,,,,,,,
7,M.C. BOYS PRIMARY SCHOOL GHAUSIA CHOWK PEOPLES,CITY AREA,57210105  CHARGE NO.21* CIRCLE NO.1* ,-,512,,512,3,,3
,COLONY NO.2(M),,BLOCK NO.5*,,,,,,,
,,-,57210106  BLOCK NO.6,-,644,,644,,,
8,M.C. GIRLS EXT. NO. 2 H/SCHOOL PEOPLES COLONY,CITY AREA,57210105  CHARGE NO.21* CIRCLE NO.1* ,-,,411,411,,2,2
,NO.2 (F),,BLOCK NO.5*,,,,,,,
,,-,57210106  BLOCK NO.6,-,,643,643,,,
9,M.C. BOYS HIGH SCHOOL MAQBOOL RD. (M),CITY AREA,57210201  CHARGE NO.21* CIRCLE NO.2* ,-,616,,616,2,,2
,,,BLOCK NO.1*,,,,,,,
,,-,57210202  BLOCK NO.2,-,415,,415,,,
10,M.C. GIRLS MIDDLE SCHOOL* ABADI ANWER BALOCH WALI,CITY AREA,57210201  CHARGE NO.21* CIRCLE NO.2* ,-,,466,466,,2,2
,(F),,BLOCK NO.1*,,,,,,,
,,-,57210202  BLOCK NO.2,-,,327,327,,,
11,M.C. BOYS HIGH SCHOOL MAQBOOL RD. (M),CITY AREA,57210203  CHARGE NO.21* CIRCLE NO.2* ,-,596,,596,3,,3
,,,BLOCK NO.3*,,,,,,,
,,-,57210204  BLOCK NO.4,-,772,,772,,,
12,M.C. GIRLS MIDDLE SCHOOL ABADI ANWAR BALOCH WALI,CITY AREA,57210203  CHARGE NO.21* CIRCLE NO.2* ,-,,648,648,,3,3
