SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,BOYS H/S KHAN PUR WADHRA,KHAN PUR WADHARA,50170301,-,534,465,999,1,1,2
,,NAWAB PUR,50170302,-,530,424,954,,,
2,BOYS MIDDLE SCHOOL NAWAB ,NAWAB PUR,50170301,-,534,465,999,1,1,2
3,BOYS MIDDLE SCHOOL NAWAB ,NAWAB PUR,50170303,-,441,366,807,1,1,2
4,GIRLS PRIMARY SCHOOL ,NAWAB PUR,50170304,-,544,470,1014,1,1,2
5,BOYS PRIMARY SCHOOL KOT ,KOT MUGHRAB,50170102,-,465,403,868,1,1,2
6,GIRLS PRIMARY SCHOOL PIND BAQRA,CHAK PATRI SHUMALI,50170101,-,828,612,1440,2,1,3
7,GOVT BOYS HIGH SCHOOL BKHAR BAR(MALE),BAKHAR BAR,50170601,-,785,,785,4,,4
,,BAKHAR BAR,50170602,-,816,,816,,,
8,GOVT BOYS HIGH SCHOOL BKHAR BAR (FEMALE),BAKHAR BAR,50170601,-,,712,712,,3,3
,,-,50170602,-,,656,656,,,
9,GOVT GIRLS HIGH SCHOOL BKHAR BAR (MALE),BAKHAR BAR,50170603,-,598,,598,2,,2
,,BAKHAR BAR,50170604,-,406,,406,,,
10,GOVT GIRLS MIDDLE SCHOOL BAKHAR BAR GHARBI PORTION,BAKHAR BAR,50170603,-,,495,495,,2,2
,,BAKHAR BAR,50170604,-,,390,390,,,
11,BASIC HELTH CENTRE BAKHAR BAR SHARQI PORTION,BAKHAR BAR,50170605,-,428,411,839,1,1,2
,,BAKHAR BAR,50170606,-,265,254,519,,,
12,BASIC HEALTH CENTRE BAKHAR BAR GHARBI POTION,-,50170607,-,317,288,605,2,1,3
,,BAKHAR BAR,50170608,-,351,362,713,,,
13,BOYS PRIMARY SCHOOL ,BAKHAR BAR,50170609,-,656,578,1234,2,1,3
14,GIRLS PRIMARY SCHOOL,MUZAFARABAD,50170401,-,702,626,1328,2,1,3
,,SHER,50170403,-,16,13,29,,,
15,BOYS HIGH SCHOOL JALPANA ,JALPANA,50170201,-,1570,,1570,4,,4
16,BOYS HIGH SCHOOL JALPANA ,JALPANA,50170201,-,,1380,1380,,3,3
17,GIRLS PRIMARY SCHOOL ,JALPANA,50170202,-,473,485,958,1,1,2
18,BOYS DEGREE COLLEGE SHAH PUR SADAR (MALE),RAIZUL KHATEEB,50140102,-,521,,521,3,,3
,,CHUDHRY PARK,50140103,-,398,,398,,,
,,CANAL REST HOUSE,50140104,-,574,,574,,,
19,BOYS DEGREE COLLEGE SHAH PUR SADARE FEMALE,RIAZUL KHATEEB,50140102,-,,437,437,,3,3
