SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,BOYS MIDDLE SCHOOL BAHK MAKEN (EAST),BEHKEN MAKEN,050030101,-,357,323,680,9,10,19
,,BEHKEN MAKEN,050030102,-,439,368,807,,,
,,BEHH MAKEN,050030103,-,551,460,1011,,,
2,BOYS MIDDLE SCHOOL BAHK MAKEN (WEST),BEHKEN MAKEN,050030103,-,551,460,1011,2,2,4
3,BOYS HIGH SCHOOL CHAK NO 84/NB(MALE),CHAK NO 84/NB,050030104,-,484,0,484,4,0,4
,,CHAK NO 84/NB,050030105,-,697,0,697,,,
,,CHAK NO 84/NB,050030106,-,1167,0,1167,,,
4,GIRLS MIDDLE SCHOOL CHAK NO 84/NB(),CHAK NO 84/NB,050030107,-,0,401,401,4,0,4
,,CHAK NO 84/NB,050030105,-,0,626,626,,,
,,CHAK NO 84/NB,050030106,-,0,913,913,,,
5,BOYS PRIMARY SCHOOL CHAK NO 92/NB(MALE),CHAK NO 92/NB,050030107,-,528,0,528,3,0,3
,,CHAK NO 92/NB,050030108,-,563,0,563,,,
,,CHAK NO 92/NB,050030109,-,403,0,403,,,
6,BOYS PRIMARY SCHOOL CHAK NO CHAK NO 92/NB(FEMALE),CHAK NO 92/NB,050030107,-,0,526,526,0,3,3
,,CHAK NO 92/NB,050030108,-,0,487,487,,,
,,CHAK NO 92/NB,050030109,-,0,276,276,,,
7,BOYS PRIMARY SCHOOL CHAK NO 67/ANB,CHAK NO 67/ANB,050030201,-,345,283,628,1,1,2
8,BOYS PRIMARY SCHOOL CHAK NO 67NB (BUHERANWALA),CHAK NO 67/NB,050030202,-,248,206,454,2,2,4
,,CHAK NO 67/NB,050030203,-,567,487,1054,,,
9,BOYS PRIMARY SCHOOL CHAK NO 187/NB,CHAK NO 187 NB,050030206,-,347,312,659,1,1,2
10,BOYS PRIMARY SCHOOL CHAK ,CHAK NO ,050030205,-,923,752,1675,2,2,4
11,BOYS ELEMENTARY SCHOOL KOLOWAL,KOLOWAL,050030207,-,274,235,509,2,2,4
,,KOLOWAL,050030208,-,377,352,729,,,
,,KOLOWAL,050030209,-,248,201,449,,,
12,BOYS PRIMARY SCHOOL CHAK NO 103/NB(MALE),CHAK NO 103/NB,050030301,-,1006,0,1006,3,0,3
13,GIRLS PRIMARY SCHOOL CHAK NO 103/NB(FEMALE),CHAK NO 103/NB,050030301,-,0,919,919,0,3,3
14,BOYS PRIMARY SCHOOL CHAK NO 108/NB,CHAK NO 108/NB,050030302,-,865,706,1571,2,2,4
15,BOYS HIGH SCHOOL CHAK NO 104/NB(MALE),CHAK NO 104/NB,050030303,-,2184,0,2184,4,0,4
16,GIRLS HIGH SCHOOL CHAK NO 104/NB (FEMALE),CHAK NO 104/NB,050030303,-,0,1842,1842,0,4,4
17,BOYS HIGH SCHOOL CHAK NO ,CHAK NO 82/NB,050030401,-,686,567,1253,2,2,4
18,GIRLS PRIMARY SCHOOL CHAK ,CHAK NO 82/NB,050030402,-,401,326,727,1,1,2
19,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 81/NB,050030403,-,851,757,1608,2,2,4
20,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 81/NB,050030404,-,457,428,885,1,1,2
21,BOYS PRIMARY SCHOOL CHAK NO 63/NB,CHAK NO 63/NB,050030405,-,469,457,926,2,2,4
,,CHAK NO 63/NB,050030204,-,321,250,571,,,
22,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 94/NB,050030501,-,684,571,1255,2,2,4
23,GIRLS PRIMARY SCHOOL CHAK ,CHAK NO 94/NB,050030502,-,482,432,914,2,2,4
24,BOYS PRIMARY SCHOOL CHAK NO 91/NB (MALE),CHAK NO 91/NB,050030503,-,622,0,622,3,0,3
,,CHAK NO 91 /NB,050030504,-,410,0,410,,,
,,CHAK NO 91/NB,050030505,-,509,0,509,,,
25,GIRLS PRIMARY SCHOOL CHAK NO 91/NB (FEMALE),CHAK NO 91/NB,050030503,-,0,515,515,0,3,3
,,CHAK NO 91/NB,050030504,-,0,396,396,,,
,,CHAK NO 91/NB,050030505,-,0,479,479,,,
26,GIRLS PRIMARY SCHOOL CAHK NO 105/NB,CHAK NO 105/NB,050030506,-,386,398,784,2,2,4
,,CHAK NO 105/NB,050030507,-,314,257,571,,,
27,GIRLS PRIMARY SCHOOL CHAK ,CHAK NO 97/NB,050030601,-,639,564,1203,2,2,4
28,GIRLS HIGH SCHOOL CHAK NO ,CHAK NO 96/NB,050030602,-,623,530,1153,2,2,4
29,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 96/NB,050030603,-,594,560,1154,2,2,4
30,BOYS HIGH SCHOOL CHAK NO 101/NB(EAST)(MALE),CHAK NO 101/NB,050030604,-,496,0,496,3,0,3
,,CHAK NO 101/NB,050030605,-,751,0,751,,,
31,BOYS HIGH SCHOOL CHAK NO 101/NB(EAST)(FEMALE),CHAK NO 101/NB,050030604,-,0,470,470,0,3,3
,,CHAK NO 101/NB,050030605,-,0,745,745,,,
32,GIRLS HIGH SCHOOL CHAK NO 101/NB,CHAK NO 101/NB,050030606,-,621,567,1188,2,2,4
33,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 85/NB,050030701,-,635,487,1122,2,2,4
34,GIRLS PRIMARY SCHOOL CHAK ,CHAK NO 85/NB,050030702,-,801,720,1521,2,2,4
35,GIRLS HIGH SCHOOL CHAK NO 90/NB(EAST)(MALE),CHAK ON 90/NB,050030703,-,914,0,914,3,0,3
,,CHAK NO 90/NB,050030704,-,646,0,646,,,
36,GIRLS HIGH SCHOOL CHAK NO 90/NB (WEST)(FEMALE),CHAK NO 90/NB,050030703,-,0,821,821,0,3,3
,,CHAK NO 90/NB,050030704,-,0,625,625,,,
37,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 95/NB,050030705,-,528,480,1008,2,2,4
38,GIRLS PRIMARY SCHOOL CHAK ,CHAK NO 95/NB,050030706,-,653,549,1202,2,2,4
39,BOYS PRIMARY SCHOOL CHAK NO 190/NB,CHAK NO 190/NB,050030801,-,615,529,1144,2,2,4
40,GIRLS PRIMARY SCHOOL CHAK NO 190/NB,CHAK NO 190/NB,050030802,-,340,296,636,2,2,4
,,CHAK NO 190/NB,050030803,-,423,394,817,,,
41,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 83/NB,050030804,-,618,464,1082,2,2,4
42,BOYS PRIMARY SCHOOL ,SALAR,050030805,-,335,293,628,1,1,2
43,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 93/NB,050030806,-,1426,1162,2588,2,2,4
44,BOYS HIGH SCHOOL CHAK NO 188/NB,CHAK NO 188/NB,050030807,-,389,327,716,1,1,2
45,GIRLS PRIMARY SCHOOL CHAK NO 109/NB,CHAK NO 109/NB,050030901,-,396,414,810,2,2,4
,,CHAK NO 109/NB,050030902,-,758,492,1250,,,
46,GIRLS PRIMARY SCHOOL CHAK NO 112/NB,CHAK NO 112/NB,050030903,-,576,489,1065,2,2,4
47,GIRLS COMMUNITY MODEL SCHOOL CHAK NO 110/NB,CHAK NO 110/NB,050030904,-,780,667,1447,2,2,4
48,BOYS PRIMARY SCHOOL CHAK NO 89/NB(MALE),CHAK NO 89/NB,050031001,-,309,0,309,3,0,3
,,CHAK NO 89/NB,050031002,-,499,0,499,,,
,,CHAK NO 89/NB,050031003,-,747,0,747,,,
49,GIRLS MIDDLE SCHOOL CHAK NO 89/NB (FEMALE),CHAK NO 89/NB,050031001,-,0,341,341,0,3,3
,,CHAK NO 89/NB,050031002,-,0,455,455,,,
,,CHAK NO 89/NB,050031003,-,0,610,610,,,
50,BOYS PRIMARY SCHOOL CHAK NO 102/NB,CHAK NO 102/NB,050031004,-,481,441,922,2,2,4
51,GIRLS MIDDLE SCHOOL CHAK NO 102/NB,CHAK NO 102/NB,050031005,-,564,460,1024,2,2,4
52,GIRLS MIDDLESCHOOL CHAK NO 106/NB,CHAK NO 106/NB,050031006,-,335,334,669,2,2,4
,,CHAK NO 106/NB,050031007,-,320,266,586,,,
53,BOYS HIGH SCHOOL CHAK NO 88/NB(EAST)(MALE),CHAK NO 88/NB,050070101,-,304,0,304,3,0,3
,,CHAK NO 88/NB,050070102,-,770,0,770,,,
,,CHAK NO 88/NB,050070103,-,631,0,631,,,
54,BOYS HIGH SCHOOL CHAK NO 83/NB(WEST)(FEMALE),CHAK NO 88/NB,050070101,-,0,299,299,0,2,2
,,CHAK NO 88/NB,050070102,-,0,637,637,,,
,,CHAK NO 88/NB,050070103,-,0,429,429,,,
55,GIRLS MIDDLE SCHOOL CHAK NO 50/NB(WEST)(MALE),CHAK NO 50/NB,050070201,-,635,0,635,4,0,4
,,CHAK NO 50/NB,050070202,-,784,0,784,,,
,,CHAK NO 50/NB,050070203,-,1150,0,1150,,,
56,GIRLS MIDDLE SCHOOL CHAK NO 50/NB(WEST)(REMALE),CHAK NO 50/NB,050070201,-,0,446,446,0,4,4
,,CHAK NO 50/NB,050070202,-,0,698,698,,,
,,CHAK NO 50/NB,050070203,-,0,856,856,,,
57,girls middle schoool chak no 51/nb,CHAK NO 51/NB,050070204,-,571,467,1038,2,1,3
58,BOYS PRIMARY SCHOOL CHAK ,CHAK NO 99/SB,050070205,-,726,561,1287,1,1,2
59,GIRLS PRIMARY SCHOOL CHAK NO 103/SB,CHAK NO 103/SB,050070206,-,702,592,1294,2,2,4
60,BOYS PRIMARY SCHOOL CHAK NO 103/SB,CHAK NO 103/SB,050070207,-,430,376,806,1,1,2
61,BOYS PRIMARY SCHOOL ,ASIANWALA,050070208,-,1025,827,1852,2,2,4
62,BOYS PRIMARY SCHOOL CHAK NO 104/SB,CHAK NO 104/SB,050070301,-,1004,833,1837,2,2,4
63,GIRLS MIDDLE SCHOL CHAK NO 104/SB (MALE),CHAK NO 104/SB,050070302,-,1384,0,1384,3,0,3
64,GIRLS MIDDLE SCHOOL CHAK NO 104/SB FEMALE,CHAK NO 104/SB,050070302,-,0,1208,1208,0,3,3
65,GIRLS MIDDLE SCHOOL CHAK NO 108/SB,CHAK NO 108/SB,050070303,-,913,726,1639,2,2,4
66,BOYS MIDDLE SCHOOL CHAK NO 142/SB EAST MALE,CHAK NO 142/SB,050070304,-,1186,0,1186,3,0,3
67,BOYS MIDDLE SCHOOL CHAK NO 142/SB WEST FEMALE,CHAK NO 142/SB,050070304,-,0,1078,1078,2,2,4
68,GIRLS HIGH SCHOOL CHAK NO 142/SB,CHAK NO 142/SB,050070305,-,761,558,1319,2,2,4
,,RAKH KIRANA,050070306,-,67,36,103,,,
69,GIRLS HIGH SCHOOL CHAK NO ,CHAK NO 98/NB,050070401,-,610,474,1084,2,2,4
70,GIRLS HIGH SCHOOL CHAK NO ,CHAK NO 98/NB,050070402,-,717,607,1324,2,2,4
71,BOYS HIGH SCHOOL CHAK NO ,CHAK NO 99/NB,050070403,-,1116,964,2080,2,2,4
72,GIRLS MIDDLE SCHOOL CHAK NO 100/NB EAST,CHAK NO 100/NB,050070404,-,520,491,1011,2,2,4
73,GIRLS MIDDLE SCHOOL CHAK NO 100/NB WEST,CHAK NO 100/NB,050070405,-,477,442,919,2,2,4
74,GIRLS HIGH SCHOOL CHAK NO 109/SB MALE,CHAK NO 109/SB,050070406,-,618,0,618,3,3,6
,,CHAK NO 109/SB,050070407,-,756,0,756,,,
75,BOYS HIGH SCHOOL CHAK NO 109/SB FEMALE,CHAK NO 109/SB,050070406,-,0,544,544,0,3,3
,,CHAK NO 109/SB,050070407,-,0,684,684,,,
76,BOYS HIGH SCHOOL CHAK NO 46/SB EAST MALE,CHAK NO 46/SB,050050101,-,884,0,884,3,0,3
,,CHAK NO 46/SB,050050104,-,328,0,328,,,
77,GIRLS HIGH SCHOOL CHAK NO 46/SB WEST FEMALE,CHAK NO 46/SB,050050101,-,0,765,765,0,2,2
,,CHAK NO 46/SB,050050104,-,0,271,271,,,
78,BOYS HIGH SCHOOL CHAK NO 46/SB WEST MALE,CHAK NO 46/SB,050050102,-,658,0,658,3,0,3
,,CHAK NO 46/SB,050050103,-,492,0,492,,,
79,GIRLS HIGH SCHOOL CHAK NO 46/SB WEST FEMALE,CHAK NO 46/SB,050050102,-,0,555,555,2,0,2
,,CHAK NO 46/SB,050050103,-,0,428,428,,,
80,GIRLS MIDDLE SCHOOL CHAK ,CHAK NO 58/SB,050050106,-,0,879,879,0,2,2
81,GIRLS MIDDLE SCHOOL CHAK ,CHAK NO 58/SB,050050106,-,0,751,751,0,2,2
82,BOYS PRIMARY SCHOOL 58/SB ,CHAK NO 58/SB,050050107,-,959,0,959,2,0,2
83,BOYS PRIMARY SCHOOL 58/SB ,CHAK NO 58/SB,050050107,-,0,894,894,0,2,2
84,GIRLS MIDDLE SCHOOL CHAK NO 59/SB EAST,CHAK NO 59/SB,050050108,-,374,341,715,2,2,4
,,CHAK NO 47/SB,050050105,-,250,192,442,,,
85,GIRLS MIDDLE SCHOOL CHAK ,chak no 59/SB,050050109,-,496,424,920,2,2,4
