SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVERNMENT PRIMARY SCHOOL BOYS CIVIL COLONY/AUDIT COLONY MALE,UC-30 BHANA MARI* WUKLAW COLONY* WAPDA COLONY* WOMEN COLLEGE OF TECHNOLOGY* MOHMAND ABAD* RAHIM ABAD PHATTAN COLONY REMAINING PART* CIVIL COLONY* AUDIT COLONY* POSTAL COLONY.,016090703,-,988,,988,4,,4
,,-,016090705,-,960,,960,,,
2,GOVERNMENT MIDDLE SCHOOL GIRLS CIVIL COLONY/AUDIT COLONY FEMALE,UC-30 BHANA MARI* WUKLAW COLONY* WAPDA COLONY* WOMEN COLLEGE OF TECHNOLOGY* MOHMAND ABAD* RAHIM ABAD PHATTAN COLONY REMAINING PART* CIVIL COLONY* AUDIT COLONY* POSTAL COLONY.,016090703,-,,563,563,,4,4
,,-,016090705,-,,721,721,,,
3,GOVT. GIRLS HIGH SCHOOL CIVIL QUARTER (F),UC-31 NOTHIA * ,016090202  GUL GASHT COLONY ROAD* ,-,,282,282,,3,3
,,GOVT. HIGH SCHOOL RAILWAY* ARBAB COLONY* CIIL QUARTER FROM GOVT. HIGH SCHOOL CIVIL QUARTER* PLAY GROUND * CIVIL QUARTERS* PLAY GROUND *CIVIL COLONY* RAILWAY BRIDGE* RAILWAY STORE* F.C OFFICER CLUB* GOVT. GIRLS PRIMARY SCHOOL*,CIVIL QUARTERS.,,,,,,,
,,-,016090203,-,,371,371,,,
,,-,016090201,-,,337,337,,,
,,-,06090205,-,,159,159,,,
,,-,016090204,-,,280,280,,,
4,GOVT. GIRLS HIGH SCHOOL CIVIL QUARTERS (M),UC-31 NOTHIA * ,016090202  PLAY GROUND* CIVIL ,-,341,,341,4,,4
,,GOVT. HIGH ,COLONY. RAILWAY BRIDGE RAILWAY ,,,,,,,
,,SCHOOL ,STORE* F.C OFFICER CLUB GOVT. GIRLS ,,,,,,,
,,RAILWAY* ,PRIMARY SCHOOL GUL GSHT COLONY ,,,,,,,
,,ARBAB COLONUY* CIVIL QUARTERS FROM GOVT. HIGH SCHOOL TO QUREASH GENERAL STORE* GOVT. GIRLS HIGH SCHOOL * GOVT. HIGH SCHOOL CIVIL QUARTER*,ROAD * CIVIL QUARTER`,,,,,,,
,,-,016090203,-,515,,515,,,
,,-,016090201,-,496,,496,,,
,,-,16090201,-,496,496,,,,
,,-,016090205,-,207,207,,,,
,,-,016090204,-,387,387,,,,
5,GOVT. GIRLS HIGH SCHOOL ZIYARAT WALI MUHAMMAD PIR,UC-31 NOTHIA* ,016090206  TALAB GUL . MOH GUJAR ,-,544,544,4,4,,
,ROAD NAUTHIA (M),SAEEDABAD* ,BHANCE FARM ALONG WITH RAILWAY ,,,,,,,
,,DEHARI BAGHBANAN* POLICE CHOWKI GUL GASHT COLONY ROAD*. RAILWAY SHADE QUARTERS* F.C COLONY* DISTRICT COUNCIL OFFICE* DISTRICT COUNCIL HOSTAL* ZIARAT WALI MUHAMMAD. MUSHTARKA COLONY* MASJID TALAB ROAD. JAVID COLONY* MOH.,LINE.,,,,,,,
,,-,016090301,-,652,652,,,,
,,-,016090303,-,631,631,,,,
6,GOVT. GIRLS HIGH SCHOO. ZIYARAT WALI MUHAMMAD PIR,UC-31 NOTHIA* ,016090206  TALAB GUL . MOH GUJAR ,-,389,389,3,3,,
,ROAD NAUTHIA (F),SAEEDABAD* ,BHANCE FARM ALONGWITH RAILWAY ,,,,,,,
,,DEHARI BAGHBANAN* POLICE CHOWKI GUL GASHT COLONY ROAD*. RAILWAY SHADE QUARTERS* F.C COLONY* DISTRICT COUNCIL OFFICE* DISTRICT COUNCIL HOSTAL* ZIARAT WALI MUHAMMAD. MUSHTARKA COLONY* MASJID TALAB ROAD. JAVID COLONY* MOH.,LINE,,,,,,,
,,-,016090301,-,473,473,,,,
,,-,016090303,-,484,484,,,,
