SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,PR HIGH SCHOOL ABDUL GHAFOOR AZHAR ROAD* LAHORE (MALE),RAILWAY COLONY,70220101,1 TO 320 B-1,320,,320,4,,4
,,SIGNAL SHAHEEN,70220102,1 TO 443 B-2,443,,443,,,
,,RAILWAY COLONY SIGNAL SHOP,70220103,1 TO 302 B-2,302,,302,,,
,,RAILWAY COLONY SIGNAL SHOP,70220104,1 TO 255 B-3,255,,255,,,
,,RAILWAY COLONY HOP ROAD,70220201,1 TO 499 B-4,499,,499,,,
2,PR HIGH SCHOOL ABDUL GHAFOOR AZHAR ROAD LAHORE*(FEMALE),RAILWAY COLONY,70220101,1 TO 250 B-1,,250,250,,4,4
,,SIGNAL SHAHEEN,70220102,1 TO 407 B-2,,407,407,,,
,,RAILWAY COLONY SIGNAL SHOP,70220103,1 TO 236 B-3,,236,236,,,
,,RAILWAY COLONY SIGNAL SHOP,70220104,1 TO 189 B-3,,189,189,,,
,,RAILWAY COLONY HOP ROAD,70220201,1 TO 397 B-4,,397,397,,,
3,PR ZUBAIDA HIGH SCHOOL COOPERATIVE SOTRE MUGHALPURA LAHORE(MALE),KACHI ABADI HOP ROAD,70220202,1 TO 517 B-1,517,,517,4,,4
,,RAILWAY COLONY HOP ROAD,70220203,1 TO 331 B-2,331,,331,,,
,,RAILWAY COLONY ENGINE SHED,70220204,1 TO 372 B-3,372,,372,,,
,,RAILWAY COLONY ENGINE SHED,70220205,1 TO 311 B-4,311,,311,,,
4,PR ZUBIDA HIGH SCHOOL EOOPERATIVE SOTRE MUGHALPURA LAHORE,KACHI ABADI HOP ROAD,70220202,1 TO 547 B-1,,547,547,,4,4
,(FEMALE),RAILWAY COLONY HOP ROAD,70220203,1 TO 245 B-2,,245,245,,,
,,RAILWAY COLONY ENGINE SHED,70220204,1 TO 332 B-3,,332,332,,,
,,RAILWAY COLONY ENGINE SHED,70220205,1 TO 261 B-4,,261,261,,,
5,HEALTH CENTER RAILWAY PHATAK BAJA LINE POWER HOUSE LAHORE (MALE),RAILWAY COLONY ENGINE SHED,70220301,1 TO 331 B-1,331,,331,4,,4
