SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,M.C.OFFICE TAKHT BAHAI 1ST* P/STATION,PAT BAB TAKHT BHAI,011050101,CIRCLE NO.1 B-1,775,,775,3,,3
,,PAT BABA TAKHT BHAI,011050102,CIRCLE NO.1 B-2,697,,697,,,
2,M.C.OFFICE TAKHT BAHAI 2ST* P/STATION,PAT BABA TAKHT BHAI,01150103,CIRCLE NO.1 B-3,349,,349,3,,3
,,PAT BABA TAKHT BHAI,011050104,CIRCLE NO.1 B-4,323,,323,,,
,,PAT BABA TAKHT BHAI,011050105,CIRLCE NO.1 B-5,541,,541,,,
3,GPS NO.2 TAKHT BHAI,PAT BABA TAKHT BHAI,011050106,CIRLCE NO.1 B-6,660,,660,3,,3
,,PAT BABA TAKHT BHAI,011050107,CIRCLE NO.1 B-7,819,,819,,,
4,GGPS NO.2 TAKHT BHAI,PAT BABA TAKHT BHAI,011050101,CIRLCE NO.1 B-1,,499,499,,2,2
,,PAT BABA TAKHT BHAI,011050102,CIRCLE NO.1 B-2,,522,522,,,
5,GHS TAKHT BHAI 1ST P/STATION,PAT BABA TAKHT BHAI,011050103,CIRCLE NO. 1 B-3,,270,270,,2,2
,,PAT BABA TAKHT BHAI,011050104,CIRLCE NO.1 B-4,,270,270,,,
,,PAT BABA TAKHT BHAI,011050107,CIRCLE NO.1 B-5,,368,368,,,
6,GHS TAKHT BHAI 2ND P/STATION,PAT BABA TAKHT BHAI,011050106,CIRLCE NO.1 B-6,,505,505,,2,2
,,PAT BABA TAKHT BHAI,011050107,CIRCLE NO.1 B-7,,520,520,,,
7,OFFICE OF THE SDO* PESCO TAKHT BHAI 1ST* P/STATION,DAMAN-E-KOH T/BHAI,011050203,CIRCLE NO-2 B-3,518,,518,3,,3
,,DAMAN-E-KOH T/BHAI,011050201,CIRCLE NO.2 B-1,285,,285,,,
,,DAMAN-E-KOH ,011050202,CIRLCE NO.2 B-2,633,,633,,,
8,OFFICE OF THE SDO* PESCO TAKHT BHAI 2ST* P/STATION,DAMAN-E-KOY T/BHAI,011050204,CIRCLE NO.2 B-4,467,,467,2,,2
,,DAMAN-E-KOY T/BHAI,011050205,CIRLCE NO.2 B-5,327,,327,,,
,,DAMAN-E-KOY T/BHAI,011050206,CIRCLE NO.2 B-6,355,,355,,,
9,GGPS* PIRANO DAGA,DAMAN-E-KOY T/BHAI,011050204,CIRCLE NO-2 B-4,,330,330,,1,1
,,DAMAN-E-KOY T/BHAI,011050205,CIRLCE NO.2 B-5,,253,253,,,
