SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,MC BOYS MIDDLE SCHOOL DATA NAGAR BADAMI BAGH LAHORE,KACHI ABADI DATA NAGAR,70060101,1 TO 607 B-1,607,,607,2,,2
,,NISHTAR COLONY,70060102,1 TO 605 B-2,605,,605,,,
2,M.C. BOYS MIDDLE SCHOOL DATA NAGAR* BADAMI BAGH* LAHORE.,KACHI ABADI DATA NAGAR LAHORE,70060101,1 TO 490 B-1,,490,490,,2,2
,,NIDHTAR COLONY,70060102,1 TO 535,,535,535,,,
3,MC BOYS MIDDLE SCHOOL DATA NAGAR BADAMI BAGH LAHORE,DATA NAGAR ST NO 11-14,70060103,1 TO 507 B-1,507,,507,3,,3
,,MUHAMMADIA COLONY,70060104,1 TO 312 B-2,507,,507,,,
,,L.D.A DATA NAGAR,70060105,1 TO 337 B-3,337,,337,,,
4,MC BOYS MIDDLE SCHOOL DATA NAGAR BADAMI BAGH LAHORE,DATA NAGAR ST NO 11 *14,70060103,1 TO 487 B-1,,487,487,,3,3
,,MUHAMMADIA COLONY,70060104,1 TO 244 B-2,,244,244,,,
,,LDA DATA NAGAR,70060105,1TO 264 B-3,,264,264,,,
5, MC GIRLS P/S DATA NAGAR BADAMI BAGH LAHORE,DATA NAGAR ST NO 14-26,70060201,1 TO 653 B-1,735,,735,2,,2
,,CHAH MOTIA DATA NAGAR LAHORE,70060202,1TO 653 B-2,653,,653,,,
6,M.C.GIRLS P/S. DATA NAGAR BADAMI BAGH* LAHORE,DATE NAGAR ST NO 14.26,70060201,-,,,,,,0
,,SHAH MOTIA DATA NAGAR LAHORE,70060202,-,,2,2,,,
7,MUHAMMADIA GIRLS H/S COLLEGE NISHTAR COLONY,CHAH MOTIA,70060203,1 TO0422 B-1,422,,422,2,,2
,SHER SHAH ROAD BADAMI BAGH LAHORE,ALFAROOQ PARK SHER SHAH RD,70060204,1 TO 805,805,,805,,,
8,MUHAMMADIA GIRLS H/S COLLEGE NISHTAR COLONY,CHAH MOTIA,70060203,1 TO 279 B-1,,279,279,,2,2
,SHER SHAH ROAD BADAMI GAGH LAGORE (FEMALE),ALFAROOQ PARK SHER SHAH RD,70060204,1 TO 702 B-2,,702,702,,,
9,SPORTS COMPLEX HOSTEL IQBAL PARK BADAMI BAGH LAHORE (MALE ) IMPROVISED,DATA NAGAR PEEKU RD,70060301,1 TO 502 B-1,502,,502,3,,3
,,BADAMI BAGH ST NO 32,70060302,1 TO 483 B-2,483,,483,,,
,,BADAMI BAGH ST NO 32*35*36,70060303,1 TO 498 B-1,498,,498,,,
10,SPORTS COMPLEX HOSTEL IQBAL PARK BADAMI BAGH LAHORE (MALE) IMPROVISED,DATA NAGAR PEEKU RD,70060301,1 TO 429 B-1,429,,429,,3,3
,,BADAMI BAGH ST NO 32,70060302,1 TO 338 B-2,,338,338,,,
,,BADAMI BAGH ST NO 32*35*36,70060303,1 TO 360 B-1,,360,360,,,
11,SPORTS  COMPLEX HOSTEL IQBAL PARK BADAMI BAGH LAHORE ( MALE ) IMPROVISED,BICO RD GULSHAN COLONY,70060304,1 TO 120 B-2,120,,120,2,,2
,,SHAM NAGAR BADAMI NAGAR,70060305,1 TO 534 B-3,534,,534,,,
12,SPORTS COMPLEX HOSTEL IQBAL PARK BANAMI BAGH LAHORE (FEMALE ) IMPROVISED,BICO RD GULSHAN COLONY,70060304,1 TO 59 B-2,,59,59,,2,2
,,SHAM NAGAR BADAMI NAGAR,70060305,1 TO 407 B-3,,407,407,,,
13,MODERN GIRLS HS MEHBOOB ROAD HABIB GUNJROAD LAHORE  (MALE),HBIB GUJ ST NO 6 7 8,70060401,1 TO 604 B-1,604,,604,2,,2
