SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GHSS* SERAI NAURANG W/SIDE (MALE),BIHARI  COLONY,165020101,-,440,,440,3,,3
,,RAILWAY STATION,165020102,-,445,,445,,,
,,KOTKA ATLAS,165020103,-,379,,379,,,
,,MUHAMMAD KHAN KUNDI,165020104,-,386,,386,,,
2,GHSS SERAI NAURANG E/SIDE (FEMALE),BIHARI COLONY,165020101,-,,288,288,,2,2
,,RAILWAY STATION,165020102,-,,303,303,,,
,,KOTKA ATLAS,165020103,-,,284,284,,,
,,MUHAMMAD KHAN KUNDI,165020104,-,,241,241,,,
3,GMS SERAI NAURANG (MALE),TANCHIABAD,165020201,-,751,,751,3,,3
,,MOHALLA ZARGRAN,165020202,-,500,,500,,,
,,KOTKA KAKKI JAN,165020204,-,520,,520,,,
4,GGMS* SERAI NAURANG (FEMALE),KOTKA RAMZAN,165020205,-,,371,371,,2,2
,,PITAVI KILA,165020206,-,,287,287,,,
,,MAMTALABAD,165020203,-,,652,652,,,
5,GGHS* SERAI NAURANG (FEMALE),TANCHIABAD,165020201,-,,487,487,,2,2
,,MOHALLAH ZARGRAN,165020202,-,,385,385,,,
,,KOTKA KAKKI HAN,165020204,-,,488,488,,,
6,GGPS*KOTKA SIKANDAR (MALE),PITAVI KILA,165020206,-,506,,506,2,,2
,,MAMTALABAD,165020203,-,950,,950,,,
7,GPS* KOTKA SIKANDAR (MALE),KOTKA ,165020205,-,560,,560,3,,3
,,NAR MUHAMMAD NAURANG,165041504,-,573,,573,,,
,,NAR MUHAMMAD NAURANG,165041505,-,718,,718,,,
8,GGPS* KOTKA BAKHTIAR* KHAWAJA KHEL (FEMALE),NAR MUHAMMAD NAURANG,165041504,-,,353,353,,1,1
,,NAR MUHAMMAD NAURANG,165041505,-,,458,458,,,
9,GPS FAQIR MUHAMMAD MAASOOM (MALE),NAR FAQIR MUHAMMAD MASOOM,165041501,-,339,,339,3,,3
,,NAR  TAJ MUHAMMAD KHAN,165041502,-,36,,36,,,
,,NAR MUHAMMAD KHAN SUELMAN KHEL,165041503,-,123,,123,,,
,,NAR ALLAH DAD BEGU KHEL,165041506,-,149,,149,,,
,,NAR LALMIR AHMED SHAH,165041507,-,123,,123,,,
,,NAR CHIRAGH SHAH,165041508,-,54,,54,,,
,,NAR AKBAR KHAN TAKHTI,165041509,-,494,,494,,,
10,GGPS* NAR AKBAR KHAN (SHARKORHI) (FEMALE),NAR FAQIR MUHAMMAD MASOOM,165041501,-,,139,139,,2,2
,,NAR TAJ MUHAMMAD KHAN,165041502,-,,30,30,,,
,,NAR MUHAMMAD KHAN SULEMAN KHEL,165041503,-,,115,115,,,
,,NAR ALLAH DAD BEGU KHEL,165041506,-,,83,83,,,
,,NAR LALMIR SHAH,165041507,-,,57,57,,,
,,NAR CHIRAGH ,165041508,-,,34,34,,,
,,NAR AKHBAR KHAN TAKHTI KHEL,165041509,-,,270,270,,,
11,GHS* KOT KASHMIR (MALE),KOT KASHMIR,165040601,-,476,,476,3,,3
,,KOT KASHMIR,165040602,-,577,,577,,,
,,KOT KASHMIR,165040603,-,676,,676,,,
12,GPS NO 1 KOT KASHMIR  (FEMALE),KOT KASHMIR,165040601,-,,297,297,,2,2
,,KOT KASHMIR,165040602,-,,318,318,,,
,,KOT KASHMIR,165040603,-,,355,355,,,
13,GPS* CHANDUKHEL ,CHANDUKHEL,165040604,-,931,456,1387,2,1,3
14,GHS* BACHKHAN AHMADZAI EASTERN SIDE (MALE),BACHKAN AHMADZAI,165040402,-,1401,,1401,2,,2
15,GHS* BACHKAN AHMADZAL WESTERN SIDE (MALE),BACHKAN AHMADZAI,165040401,-,714,,714,2,,2
,,MANZAR FAQIR,165040403,-,202,,202,,,
16,BHU* BACHKAN AHMADZAI (FEMALE),BACHKAN AHMADZAI,165040401,-,,308,308,,2,2
,,BACHKAN AHMADZAI,165040402,-,,725,725,,,
,,MANZAR FAQIR,165040403,-,,97,97,,,
17,GHS* BAIST KHEL (MALE),BAIST KHEL,165040501,-,490,,490,2,,2
,,BAIST KHEL,165040502,-,918,,918,,,
18,GGPS* BAIST KHEL (FEMALE),BAIST KHEL,165040501,-,,317,317,,2,2
,,BAIST KHEL,165040502,-,,550,550,,,
19,GGMS* BAIST KHEL ,BAIST KHEL,165040503,-,981,539,1520,2,1,3
20,GHS* HARAMA TALA (MALE),HARAMA TALA,165040504,-,562,,562,2,,2
,,HARAMA TALA,165040505,-,756,,756,,,
21,GGPS* HARAMA TALA (FEMALE),HARAMA TALA,165040504,-,,298,298,,1,1
,,HARAMA TALA,165040505,-,,461,461,,,
22,GGPS* GANDI UMAR CHIKAR (FEMALE),GANDI UMAR CHIKAR,165040506,-,,573,573,,2,2
,,GANDI UMAR ,165040507,-,,295,295,,,
23,GPS* GANDI UMAR CHIKAR  (MALE),GANDI UMAR CHIKAR,165040506,-,1008,,1008,2,,2
,,GANDI UMAR CHIKAR,165040507,-,594,,594,,,
24,GHS MAMA KHEL (MALE),MAMA KHEL,165041101,-,1036,,1036,2,,2
,,MAMA KHEL,165041102,-,786,,786,,,
25,GGPSNO 1 MAMA KHEL (FEMALE),MAMA KHEL,165041101,-,,638,638,,2,2
,,MAMA KHEL,165041102,-,,483,483,,,
26,GMS* SAHIBZADA KHOST (MALE),NAR SAHIBZADA KHOST,165041103,-,1046,,1046,3,,3
,,NAR SAHIBZADA KHOST,165041104,-,1157,,1157,,,
27,GPS NO 1* SAHIBZADA KHOST (FEMALE),NAR SAHIBZADA KHOST,165041103,-,,938,938,,2,2
,,NAR SAHIBZADA KHOST,165041104,-,,652,652,,,
28,GMS* GANDI SAHIB KHAN (FEMALE),GANDI SAHIB KHAN,165041105,-,,548,548,,2,2
,,GANDI SAHIB KHAN,165041106,-,,520,520,,,
,,NAR ABDULLAH KHAN SADOZAI,165041107,-,,126,126,,,
29,GPS* GANDI SAHIB KHAN (MALE),GANDI SAHIB KHAN,165041105,-,747,,747,2,,2
,,GANDI SAHIB KHAN,165041106,-,849,,849,,,
,,NAR ABDULLAH KHAN SADOZAI,165041107,-,207,,207,,,
30,GPS* NAR ABU SAMAND BEGUKHEL (MALE),NAR ABU SAMAND KHAISOR,165040912,-,386,,386,2,,2
,,NAR ABU SAMAND BEGU KHEL,165040913,-,840,,840,,,
,,NAR SAHIB KHAN ,165040914,-,474,,474,,,
31,GGPS* NAR ABU SAMAND BEGUKHEL (FEMALE),NAR ABU SAMAND KHAISOR,165040912,-,,273,273,,2,2
,,NAR ABU SAMAND BEGU KHEL,165040913,-,,447,447,,,
,,NAR SAHIB KHAN DILKHOZAI,165040914,-,,298,298,,,
32,GGPS* NAR SULTAN MEHMOOD (COMBINED),NAR SULTAN MEHMOOD,165040901,-,367,232,599,2,1,3
,,NAR SHER KHAN LSA KHEL,165040906,-,177,71,248,,,
,,NAR RAZA KHAN ADAMZAI,165040904,-,248,146,394,,,
33,GPS NAR KASHMIR MUSA KHEL (MALE),NAR KASHMIR MUSA KHEL,165040905,-,399,,399,1,,1
