SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT TEXTILE COLLEGE MANANWALA (M),CITY AREA,57100505  CHAK NO 10 CIRCLE NO 5,-,337,,337,3,,3
,,CITY AREA,57100506,-,1247,,1247,,,
2,GOVT TEXTILE COLLEGE MANANWALA (M),CITY AREA,57100502  CHAK NO 10 CIRCLE NO 5,-,340,,340,3,,3
,,CITY AREA,27100503,-,1030,,1030,,,
3,GIVT TEXTILE COLLEGE MANANWALA(F),CITY AREA,57100502  CHAK NO 10 CIRCLE NO 5,-,,234,234,,3,3
,,CITY AREA,57100505,-,,246,246,,,
,,CITY AREA,57100506,-,,854,854,,,
4,GOVT TEXTILE COLLEGE MANANWALA(F),CITY AREA,57100503  CHAK NO 10 CIRCLE NO 5,-,,674,674,,3,3
,,CITY AREA,57100501,-,,498,498,,,
,,CITY AREA,57100504,-,,248,248,,,
5,GOVT TEXTILE COLLEGE MANANWALA(M),CITY AREA,57100501  CHAK NO 10 CIRCLE NO 5,-,841,,841,3,,3
,,CITY AREA,57100504,-,378,,378,,,
6,GOVT BOYS PRIMARY SCHOOL ,CITY AREA,57100601  CHAK NO 10 CIRCLE NO 6,-,613,,613,1,,1
7,GOVT GIRLS ELEMENTRY ,CITY AREA,57100601  CHAK NO 10 CIRCLE NO 6,-,,485,485,1,,1
8,GOVT BOYS PRIMARY SCHOOL GRID STATION (M),CITY AREA,57100602  CHAK NO 10 CIRCLE NO 6,-,735,,735,4,,4
,,CITY AREA,57100603,-,938,,938,,,
9,GOVT GIRLS MIDDLE SCHOOL SHAMASH ABAD JHUMRA ROAD,CITY AREA,57100602  CHAK NO 10 CIRCLE NO 6,-,,494,494,3,,3
,,CITY AREA,57100603,-,,787,787,,,
10,UNDER COMSTRUCTION GOVT HIGH SCHOOL NEAR PUL ,CITY AREA,57100604  CHAK NO 10 CIRCLE NO 6,-,1424,,1424,3,,3
11,UNDER CONSTRUCTION GOVT H/SCHOOL NEAR PUL NISHAT ,CITY AREA,57100604  CHAK NO 10CIRCLE NO 6,-,,1071,1071,2,,2
12,GOVT B/PRIMARY SCHOOL MURABA NO 80 (M),CITY AREA,57100101  CHAK NO 10 CIRCLE NO 1,-,724,,724,3,,3
,,CITY AREA,57100102,-,807,,807,,,
13,GOVT PRIMAR SCHOOL MURABA NO 80 (F),CITY AREA,57100101  CHAK NO 10 CIRCLE NO 1,-,,504,504,2,,2
,,-,57100102,-,,565,565,,,
14,GOVT BOYS PRIMARY SCHOOL MANAWALA (M),CITY AREA,57100103  CHAK NO 10 CIRCLE NO 1,-,578,,578,2,,2
,,CITY AREA,57100104,-,415,,415,,,
15,GOVT BOYS PRIMARY SCHOOL MANANWALA (F),CITY AREA,57100103  CHAK NO 10 CIRCLE NO 1,-,,550,550,2,,2
,,CITY AREA,57100104,-,,413,413,,,
16,GOVT BOYS PRIMARY SCHOOL MANANWALA (M),CITY AREA,57100105  CHAK NO 10 CIRCLE NO 1,-,536,,536,3,,3
,,CITY AREA,57100106,-,689,,689,,,
17,MUNCOPAL DISPENSARY MANAWALA(F),CITY AREA,57100105  CHAK NO 10 CIRCLE NO 1,-,,422,422,2,,2
,,CITY AREA,57100106,-,,481,481,,,
18,GOVT BOYS HIGH SCHOOL MANANWALA (M),CITY AREA,57100201  CHAK NO 10 CIRCEL NO 2,-,471,,471,2,,2
,,CITY AREA,57100202,-,487,,487,,,
19,GOVT GIRLS HIGH SCHOOL MANAWALA (F),CITY AREA,57100201  CHAK NO 10 CIRCLE NO 2,-,,396,396,,2,2
,,CITY AREA,57100202,-,,365,365,,,
20,GOVT BOYS HIGH SCHOOL MANAWALA (M),CITY AREA,57100203  CHARGE NO 10 CIRCLE NO 2,-,483,,483,3,,3
,,CITY AREA,57100204,-,301,,301,,,
,,CITY AREA,27100205,-,624,,624,,,
21,GOVT GIRLS HIGH SCHOOL MANAWALA (F),CITY AREA,57100203  CHAK NO 10 CIRCLE NO 2,-,,306,306,,2,2
,,CITY AREA,57100204,-,,216,216,,,
,,CITY AREA,57100205,-,,466,466,,,
22,GOVT TRAINING INSTIRURE POWER STATION WAPDA (M),CITY AREA,57100301  CHAK NO 10 CIRCLE NO 3,-,667,,667,3,,3
,,CITY AREA,57100303,-,895,,895,,,
23,GOVT TRAINING INSTITURE POWER STATION WAPADA(F),CITY AREA,57100301  CHAK NO 10 CIRCLE NO 3,-,,643,643,,3,3
,,CITY AREA,57100303,-,,645,645,,,
24,GOVT BOYS H/SCHOOL STEAM POWER WAPDA (F),CITY AREA,57100302  CHAK NO 10 CIRCLE NO 3,-,,416,416,,2,2
,,CITY AREA,57100304,-,,470,470,,,
25,GOVT GIRLS HIGH SCHOOL STEAM POWER STATION,CITY AREA,57100302  CHAK NO 10 CIRCLE NO 3,-,425,,425,3,,3
,,CITY AREA,57100304,-,768,,768,,,
26,GOVT BOYS HIGH SCHOOL STEAM POWER STATION,CITY AREA,57100305  CHAK NO 10 CIRCLE NO 3,-,409,,409,3,,3
,WAPDA (M),CITY AREA,57100306,-,483,,483,,,
,,CITY AREA,57100307,-,289,,289,,,
27,GOVT GIRLS PRIMARY SCHOOL MALIKPUR (F),CITY AREA,57100305  CHARGE NO 10 CIRCLE NO 3,-,,331,331,,2,2
,,CITY AREA,57100306,-,,391,391,,,
,,-,57100307,-,,218,218,,,
28,GOVT BOYS PRIMARY SCHOOL MILAKPUR(M),CITY AREA,57100401  CHARGE NO 10 CIRCLE NO 4,-,310,,310,2,,2
,,-,57100402,-,460,,460,,,
29,GOVT GIRLS PRIMARY SCHOOL MALIK PUR (F),CITY AREA,57100401  CHAK NO 10 CIRCLE NO 4,-,,257,257,,2,2
,,-,57100402,-,,416,416,,,
30,GOVT BOYS PRIMARY SCHOOL MALIK PUR NEAR GRAVEYRD,CITY AREA,57100403  CHAK NO 10 CIRCLE NO 4,-,343,,343,2,,2
,(M),CITY AREA,57100404  CHAK NO 10 CIRCLE NO 4,-,218,,218,,,
,,CITY AREA,57100405,-,464,,464,,,
31,GOVT GIRLS PRIMARY SCHOOL MALIK PUR NEAR GRAVEYRD,CITY AREA,57100403  CHAK NO 10 CIRCLE NO 4,-,,290,290,,2,2
,(F),CITY AREA,57100404,-,,126,126,,,
,,CITY AREA,57100405,-,,355,355,,,
32,OFFICE SDO WAPDA MANAWALA (M),CITY AREA,57100406  CHAK NO 10 CIRCLE NO 4,-,487,,487,3,,3
,,CITY AREA,57100407,-,277,,277,,,
,,CITY AREA,57100408,-,584,,584,,,
33,OFFICE SDO WAPDA MANAWALA (F),CITY AREA,57100406  CHAK NO 10 CIRCLE NO 4,-,,338,338,,2,2
,,CITY AREA,57100407,-,,194,194,,,
,,CITY AREA,57100408,-,,448,448,,,
34,LASAL SCHOOL PUQEMANABAD SANAT SINGH WALA (M),CITY AREA,57110303  CHAK NO 11 CIRCLE NO 3,-,604,,604,2,,2
,,CITY AREA,57110304,-,323,,323,,,
35,LASAL SCHOOL LUQMANABAD SANAT SINGH WALA (F),CITY AREA,57110303  CHAK NO 11 CIRCLE NO 3,-,,374,374,,1,1
,,CITY AREA,57110304,-,,228,228,,,
36,CITY MUSLEM HIGH SCHOOL ,CITY AREA,57110401  CHAK NO 11 CIRCLE NO 4,-,1666,,1666,4,,4
37,CITY MUSLEM HIGH SCHOOL ,CITY AREA,57110401  CHAK NO 11 CIRCLE NO 4,-,,1496,1496,,3,3
38,CITY MUSLIM HIGH SCHOOL ,CITY AREA,57110402  CHAK NO 11 CIRCLE NO 4,-,1138,,1138,3,,3
39,CITY MUSLIM HIGH SCHOOL ,CITY AREA,57110402  CHAK NO 11 CIRCLE NO 4,-,,845,845,,2,2
40,(IMPROVISED) NEAR BRIGHT STAR SCHOOL RAMZAN ABAD ,CITY AREA,57110403  CHAK NO 11 CIRCLE NO 4,-,946,,946,2,,2
41,MC GIRLS PRIMARY SCHOOL AMIN TOWN NEAR RAMZAN,CITY AREA,57110404  CHAK NO 11 CIRCLE NO 4,-,380,,380,2,,2
,,CITY AREA,57110405,-,676,,676,,,
42,MC BOYS PRIMARY SCHOOL RAMZANABAD (F),CITY AREA,57110403  CHAK NO 11 CIRCLE NO 4,-,,679,679,,3,3
,,CITY AREA,57110404,-,,302,302,,,
,,CITY AREA,57110405,-,,445,445,,,
43,CHILDREN HEAVENS SCHOOL MIANPIND (M),CITY AREA,57110501  CHAK NO 11 CIRCLE NO 5,-,802,,802,3,,3
,,CITY AREA,57110502,-,354,,354,,,
44,MC GIRLS PRIMARY SCHOOL AMIN TOWN (F),CITY AREA,57110501  CHAK NO 10 CIRCLE NO 5,-,,555,555,,2,2
,,CITY AREA,57110502,-,,270,270,,,
45,MC GIRLS PRIMARY SCHOOL DUSTGIR COLONY (M),CITY AREA,57110505  CHAK NO 11 CIRCLE NO 5,-,708,,708,3,,3
,,CITY AREA,57110506,-,564,,564,,,
46,MC GIRLS PRIMARY SCHOOL DUSTGIR COLONY (F),CITY AREA,57110505  CHAK NO 11 CIRCLE NO 5,-,,584,584,,2,2
,,CITY AREA,57110506,-,,376,376,,,
47,(IMPROVISED)NEAR PILOT PUBLIC GIRLS HIGH SCHOOL,CITY AREA,57110503  CHAK NO 11 CIRCLE NO 5,-,976,,976,3,,3
,TARIQ MUHAMMAD KHAN ,CITY AREA,57110504,-,526,,526,,,
48,OPEN PLACE NEAR PETROL PUMP ROZA PARK (F),CITY AREA,57110503  CHAK NO 11 CIRCLE NO 6,-,,758,758,,3,3
,,CITY AREA,57110504,-,,432,432,,,
49,MC GIRLS HIGH SCHOOL ASHRAF PURA (M),CITY AREA,57110601  CHAK NO 11 CIRCLE NO 6,-,801,,801,3,,3
,,CITY AREA,57110602,-,512,,512,,,
50,MC GIRLS HIGH SCHOOL ASHRAFPURA (F),CITY AREA,57110601  CHAK NO 11 CIRCLE NO 6,-,,599,599,,2,2
,,CITY AREA,57110602,-,,487,487,,,
51,(IMPROVISED) NEAR ALI CADET SCHOOL ST NO 7 DATA PARK,CITY AREA,57110603  CHAK NO 11 CIRCLE NO 6,-,522,,522,3,,3
,,CITY AREA,57110604  CHAK NO 11 CIRCLE NO 6,-,617,,617,,,
52,ALI PUBLIC SCHOOL DATA PARK (F),CITY AREA,57110603  CHAK NO 11 CIRCLE NO 6,-,,469,469,2,,2
,,CITY AREA,57110604,-,,512,512,,,
53,MADRASA ISHAAT UL ISLAM 66 FOOTA BAZAR MANSOORABAD,CITY AREA,57110605  CHAK NO 11 CIRCLE NO 6,-,563,,563,,3,3
,,-,57110606,-,604,,604,,,
54,MADRASA ISHAAT UL ISMAL 66 FOOTA BAZAR MANSOORABAD ,CITY AREA,57110605  CHAK NO 11 CIRCLE NO 6,-,782,,782,3,,3
55,MC GIRLS HIGH SCHOOL ASHRFAF PURA (F),CITY AREA,57110605  CHAK NO 11 CIRCLE NO 6,-,,524,524,,4,4
,,CITY AREA,57110606,-,,475,475,,,
,,CITY AREA,57110607,-,,658,658,,,
56,OPEM PLACE KOT AMIN NEAR CHURCH (M),CITY AREA,57110101  CHAK NO 11 CIRCLE NO 6,-,466,,466,3,,3
,,-,57110102,-,557,,557,,,
,,-,57110103,-,589,,589,,,
57,OPEN PLACE KOT AMIN NEAR CHURCH (M),CITY AREA,57110104  CHAK NO 11 CIRCLE NO 6,-,242,,242,3,,3
,,CITY AREA,57110105,-,865,,865,,,
,,CITY AREA,57110106,-,506,,506,,,
58,GOVT GIRLS PRIMARY SCHOOL MUGHAL PURA NO 2 (F),CITY AREA,57110101  CHAK NO 11 CIRCLE NO 1,-,,316,316,,3,3
,,CITY AREA,57110102,-,,448,448,,,
,,CITY AREA,57110103,-,,463,463,,,
59,GOVT GIRLS PRIMARY SCHOOL MUGHALPURA NO 2 (F),CITY AREA,57110104  CHAK NO 11 CIRCLE NO 1,-,,211,211,,2,2
,,CITY AREA,57110105,-,,530,530,,,
,,CITY AREA,57110106,-,,349,349,,,
60,OPEN PLACE NEAR CHIBBAN ROAD KOT AMIN CHOWK (M),CITY AREA,57110107  CHAK NO 11 CIRCLE NO 1,-,641,,641,3,,3
,,CITY AREA,57110203,-,615,,615,,,
61,OPEN PLACE NEAR CHIBBAN ROAD KOT AMIN CHOWK (F),CITY AREA,57110107  CHAK NO 11 CIRCLE NO 1,-,,544,544,,2,2
,,CITY AREA,57110203,-,,451,451,,,
62,(IMPROVISED) NEAR ISLAMIC SCIENCE ACADMY BOYS HIGH,CITY AREA,57110201  CHAK NO 11 CIRCLE NO 2,-,459,,459,2,,2
,SCHOOL NEAR RAILWAY ,CITY AREA,57110202,-,475,,475,,,
63,(IMPROVISED) NEAR ISLAMIC SCIENCE ACADMY BOYS HIGH,CITY AREA,57110201  CHAK NO 11 CIRCLE NO 2,-,,310,310,,2,2
,SCHOOL NEAR RAILWAY ,CITY AREA,57110202,-,,338,338,,,
64,OPEN PLACE NEAR CHILLAN AKBAR PIME FACTORY ,CITY AREA,57110301  CHAK NO 11 CIRCLE NO 2,-,521,435,956,1,1,2
65,OFFICE UNIONCOUNCIL NO 205 MOHALLAH NASIRABAD (M),CITY AREA,57110204  CHAK NO 11 CIRCLE NO 2,-,658,,658,3,,3
,,CITY AREA,57110302,-,586,,586,,,
66,(IMPROVISED ) NEAR MADNI GRAMMER ST NO 7 MANOOR,CITY AREA,57110204  CHAK NO 11 CIRCLE NO 2,-,,487,487,,2,2
,,CITY AREA,57110302,-,,498,498,,,
67,OPEN PLACE NEAR CHIBBAAN ROAD AKBAR PIPE FACTORY ,CITY AREA,57110305  CHAK NO 11 CIRCLE NO 2,-,723,,723,2,,2
68,OPEN PLACE NEAR CHIBBAN ROAD AKBAR PIPA FACTORY ,CITY AREA,57110305  CHAK NO 11 CIRCLE NO 3,-,,580,580,,2,2
69,GOVT SPECIAL EDUCATION FOR BLINDS W BLOCK MADINA,CITY AREA,57151001  CHAK NO 15 CIRCLE NO 10,-,368,,368,3,,3
,TOWN (M),CITY AREA,57151002,-,296,,296,,,
,,CITY AREA,57151003,-,344,,344,,,
,,CITY AREA,57151004,-,412,,412,,,
70,GOVT SPECIAL EDUCATION FOR BLINDS W BLOCK MADINA,CITY AREA,57151001  CHAK NO 15 CIRCLE NO 10,-,,376,376,,3,3
,TOWN (F),CITY AREA,57151002,-,,240,240,,,
,,CITY AREA,57151003,-,,332,332,,,
,,CITY AREA,57151004,-,,429,429,,,
71,GOVT BOYS PRIMARY SCHOOL CHAK NO 213/RB (F),CITY AREA,57150101  CHAK NO 15 CIRCLE NO 1,-,,716,716,,4,4
,,CITY AREA,57150102,-,,1053,1053,,,
72,SHAFAKHANA HAWAINAT CHAK NO 213/RB (M),CITY AREA,57150101  CHAK NO 15 CURCLE NO 1,-,784,,784,4,,4
,,CITY AREA,57150102,-,1178,,1178,,,
73,(IMPROVISED ) NEAR IQRA NOOR UL ISLAM PUBLIC SCHOOL MADINA TOWN NEAR ,CITY AREA,57150103  CHAK NO 15 CIRCLE NO 1,-,,1779,1779,,4,4
74,(IMPROVISED ) NEAR OXFARD PUBLIC HIGH SCHOOL SOOSAN ROAD NEAR LASANI HOTEL ,CITY AREA,57150103  CHAK NO 15 CIRCLE NO 1,-,2171,,2171,,4,4
