SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GHS ANGORI MALE AND ,ANGORI,032061005,-,544,558,1102,1,1,2
2,GPS* TANORAK MALE AND ,TANORAK,032061006,-,422,310,732,1,1,2
3,GPS* MAKHRANI MALE,MAKHRANI,032061001,-,1099,,1099,2,,2
4,BHU* MAKHRANI FEMALE,MAKHRANI,032061001,-,,826,826,,1,1
5,GPS* ARWAZA MALE,MIAN PATAI,032060801,-,364,,364,1,,1
,,ARWAZA,032060802,-,502,,502,,,
6,BHU ARWAZA FEMALE,MIAN PATAI,032060801,-,,329,329,,1,1
,,ARWAZA,032060802,-,,359,359,,,
7,GPS* KOTMIRAN MALE,KOTMIRAN,032061201,-,336,,336,1,,1
,,GHAKHAI,032061107,-,426,,426,,,
8,GGPS* KOTMIRAN FEMALE,KOTMIRAN,032061201,-,,264,264,,1,1
,,GHAKHAI,032061107,-,,19,19,,,
9,GHS* GOGANAY MALE,GOGANAI,032061202,-,1271,,1271,2,,2
,,DRI MANRAI,032061203,-,96,,96,,,
10,GGMS* GOGANAY FEMALE,GOGANAI,032061202,-,,1176,1176,,2,2
,,DRI MANRAI,032061203,-,,0,0,,,
11,GPS* KODA MALE,MIKHAKAI,032061204,-,283,,283,2,,2
,,KODA,032061205,-,698,,698,,,
,,ARGHINJA PATAI,032061206,-,309,,309,,,
12,CIVIL DISPANSARY MUKHAKAI FEMALE,MIKHAKAI,032061204,-,,115,115,,1,1
,,KODA,032061205,-,,423,423,,,
,,ARGHINJA ,032061206,-,,247,247,,,
13,GPS* SURPAKH NO 2 MALE,KHARKAI,032061103,-,263,,263,1,,1
,,SURPAKH,032061106,-,509,,509,,,
,,SARA KHWRA,032061108,-,148,,148,,,
14,GGPS* GULZARA SURPAKH FEMALE,KHARKAI,032061103,-,,145,145,,1,1
,,SURPAKH,032061106,-,,360,360,,,
,,SARA KHWRA,032061108,-,,78,78,,,
15,GPS* REGO MALE AND FEMALE,DADWAAZ,032061104,-,206,,206,1,1,2
,,REGO,032061105,-,350,180,530,,,
16,GPS* GUNDAL MALE,GONDAL,032061305,-,412,,412,2,,2
,,GONDAL,032060306,-,275,,275,,,
,,LOKHAI KALI,032061307,-,456,,456,,,
17,GGPS* GUNDAL FEMALE,GONDAL,032061305,-,,131,131,,1,1
,,GONDAL,032060306,-,,0,0,,,
,,LOKHAI KALI,032061307,-,,190,190,,,
18,GPS* BAZA MALE,BAZA KALI,032061308,-,267,,267,2,,2
,,BAZA KALI,032061309,-,692,,692,,,
,,JEHAN CHENA,032060903,-,157,,157,,,
19,GGPS* BAZA FEMALE,BAZA KALI,032061308,-,,152,152,,1,1
,,BAZA KALI,032061309,-,,455,455,,,
,,JEHAN CHENA,032060903,-,,0,0,,,
20,BHU* SAMKHAKAK MALE,SAMKHAKAK,032060701,-,272,,272,1,,1
,,SAMKHAKAK,032060702,-,367,,367,,,
,,SAMKHAKAK,032060703,-,370,,370,,,
21,GPS* SAMKHAKAK FEMALE,SAMKHAKAK,032060701,-,,264,264,,1,1
,,SAMKHAKAK,032060702,-,,250,250,,,
,,SAMKHAKAK,032060703,-,,252,252,,,
22,GMS* TAKHTU MALE AND FEMALE,TAKHTAI,032060704,-,448,410,858,1,1,2
,,TAKHTAI,032060705,-,456,332,788,,,
23,GPS* MACHAKI KILLI MALE AND FEMALE,TABAI,032060706,-,190,,190,1,1,2
,,TABAI,032060707,-,189,154,343,,,
,,TABAI,032060708,-,417,312,729,,,
24,GPS* PASS MELA MALE AND FEMALE,PAAS MELA,032060709,-,736,372,1108,1,1,2
,,PAAS MELA,032060710,-,374,226,600,,,
25,GPS* GANDOW MALE,GANDAW,032061002,-,623,,623,2,,2
,,GANDAW,032061003,-,376,,376,,,
,,GANDAW,032061004,-,552,,552,,,
26,IMPROVISED AT GPS GANDOW FEMALE,GANDAW,032061002,-,,382,382,,2,2
,,GANDAW,032061003,-,,197,197,,,
,,GANDAW,032061004,-,,161,161,,,
27,GPS* SERAK MALE AND ,SERAK,032061007,-,628,647,1275,1,1,2
28,GPS* DHAND DAD MIR MALE AND FEMALE,TOTKAI,032060803,-,183,,183,1,1,2
,,DHAND DAD MIR KALI,032060804,-,149,67,216,,,
29,IMPROVISED MANRAY MALE AND FEMALE,LANDI TANGAI,032060805,-,242,,242,1,1,2
,,LANDI TANGAI,032060806,-,97,81,178,,,
,,LANDI TANGAI/SHPALLI,032060807,-,185,,185,,,
30,GPS* TABAY TANGI MALE AND FEMALE,TABAY TANGI,032060711,-,335,198,533,1,1,2
,,RIZANDA,032061008,-,275,157,432,,,
31,GGPS ARMY CONT AT SAID ,SAID KARAM,032060905,-,425,,425,1,1,2
32,GMS* KEMAL BAZA MALE AND FEMALE,KHAZI KALI,032060904,-,67,43,110,1,1,2
,,KEMAL BAZA,032060906,-,481,,481,,,
33,GPS* AVIDARA MALE AND FEMALE,AWIDARA,032061101,-,339,113,452,1,1,2
,,AWIDARA,032061102,-,169,49,218,,,
34,GPS* GOWDAR MALE AND FEMALE,BAAGH KALI,032061301,-,39,,39,1,1,2
,,GOWDAR,032061302,-,349,,349,,,
,,GOWDAR,032061303,-,181,77,258,,,
,,GOWDAR,032061304,-,188,88,276,,,
35,GPS* CHAPAR MALE AND FEMALE,CHAPPAR,032061705,-,199,160,359,1,1,2
,,TAGHOI,032061706,-,395,77,472,,,
,,BAR HOSI,032061814,-,37,156,193,,,
36,GGPS* CAM CHAPAR MALE AND ,OSAI,032061803,-,620,493,1113,1,1,2
37,GPS* DOGAR MALE,KALAYA,032061801,-,501,,501,2,,2
,,MADO KOT,032061802,-,323,,323,,,
,,QALAAT,032061804,-,235,,235,,,
,,DOGAR,032061806,-,496,,496,,,
38,GGPS* DOGAR NO 2 FEMALE,KALAYA,032061801,-,,364,364,,1,1
,,MADO KOT,032061802,-,,235,235,,,
,,QALAAT,032061804,-,,203,203,,,
39,GPS* STAR JUMAT MALE AND FEMALE,DOGAR MANDU KHEI,032061806,-,496,247,743,2,1,3
,,YAQEEN/FAZAL KALI,032061807,-,362,302,664,,,
,,GHAKHAI,032062203,-,259,186,445,,,
,,NAVI WILA,032062204,-,93,71,164,,,
40,IMPROVISED AT GPS TAUDAY OBE MALE,TOUDI OBE,032061703,-,261,,261,1,,1
,,ISAAR,032061704,-,212,,212,,,
,,ALWARA MELA,032061707,-,361,,361,,,
,,SULTANAI,032062202,-,217,,217,,,
41,GPS* TAUDAY OBE FEMALE,TOUDI OBE,032061703,-,,203,203,,1,1
,,ISAAR,032061704,-,,139,139,,,
,,ALWARA MELA,032061707,-,,150,150,,,
,,SULTANAI,032062202,-,,0,0,,,
42,GPS* TARI TANG MALE,TARI TANG,032061904,-,1022,,1022,2,,2
43,VETURNARY CENTRE TARI ,TARI TANG,032061904,-,,543,543,,1,1
44,GMS* SANDAGHAR MALE,SAR PANRAI,032061812,-,215,,215,1,,1
,,BABARA KHPA,032061813,-,354,,354,,,
,,OUDH,032062301,-,313,,313,,,
,,MELA SANDAGHAR,032062305,-,29,,29,,,
,,AMLOKO KALI,032062306,-,54,,54,,,
45,BHU* SANDAGHAR FEMALE,SAR PANRAI,032061812,-,,99,99,,1,1
,,BABARA KHPA,032061813,-,,198,198,,,
,,OUDH,032062301,-,,53,53,,,
,,MELA SANDAGHAR,032062305,-,,4,4,,,
,,AMLOKO KALI,032062306,-,,0,0,,,
46,IMPROVISED GPS* DARGAI AT PAKHAY KILLI MALE,WRASTA MELA,032062102,-,249,,249,2,,2
,,PKHI KALI,032062104,-,669,,669,,,
,,DANGAR GADO,032062201,-,334,,334,,,
47,GPS* DARGAI AT PAKHAY KILLI FEMALE,WRASTA MELA,032062102,-,,0,0,,1,1
,,PKHI KALI,032062104,-,,0,0,,,
,,DANGAR GADO,032062201,-,,250,250,,,
48,GPS* TARRALI MALE,TARALAI,032061702,-,1764,,1764,3,,3
,,STAR SAM,032061805,-,110,,110,,,
49,GGPS* TARRALI FEMALE,TARALAI,032061702,-,,1379,1379,,2,2
,,STAR SAM,032061805,-,,87,87,,,
50,GPS* GHAYAGHARA MALE AND ,GHWAI GHARA,032060507,-,282,,282,1,1,2
51,GHS* BADAMA MALE,BADAMA,032062302,-,492,,492,2,,2
,,BADAMA,032062303,-,709,,709,,,
52,GGMS* BADAMA FEMALE,BADAMA,032062302,-,,267,267,,2,2
,,BADAMA,032062303,-,,471,471,,,
53,GGPS* MIRBAGH MALE AND ,MIR BAAGH,032062304,-,482,318,800,1,1,2
54,GPS* PARACHAM KILLI MALE AND FEMALE,ZARA MELA,032061701,-,638,391,1029,1,1,2
,,SHAM KANRAI CHAM,032061905,-,162,,162,,,
55,GPS* DAPA MALE AND FEMALE,MARGHJAI,032061901,-,302,75,377,1,1,2
,,KHWRAY SAM,032061902,-,251,176,427,,,
,,KHWRAY SAM,032061903,-,321,284,605,,,
56,IMPROVISED GPS* DARGAI NO 3 MALE,DARGAI,032062001,-,259,,259,2,,2
,,MARO ZANDA,032062002,-,183,,183,,,
,,SAMO KALI,032062003,-,92,,92,,,
,,TANGA,032062004,-,136,,136,,,
,,SOOR KANRAI,032062005,-,148,,148,,,
,,BILMAZ KOT,032062006,-,322,,322,,,
,,SHINALI TANGI,032062101,-,63,,63,,,
