SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GHS NO. 1 TANGI P-STATION ,MC TANGI,014070101,-,1067,,1067,2,,2
2,GHS NO. 1 TANGI P-STATION NO. II (MALE),MC TANGI,014070102,-,711,,711,3,,3
,,MC TANGI,014070103,-,142,,142,,,
,,MC TANGI,014070104,-,566,,566,,,
3,GHS NO. 1 TANGI P-STATION NO. III (MALE),MC TANGI,014070105,-,446,,446,3,,3
,,MC TANGI,014070201,-,512,,512,,,
,,MC TANGI,014070202,-,158,,158,,,
4,GHS NO. 2TANGI P-STATION NO. 1 (MALE),MC TANGI,014070203,-,550,,550,3,,3
,,MC TANGI,014070204,-,884,,884,,,
5,GHS NO. 2 TANGI P-STATION NO. II (MALE),MC TANGI,014070205,-,446,,446,3,,3
,,MC TANGI,014070206,-,208,,208,,,
,,MC TANGI,014070301,-,692,,692,,,
6,GHS NO. 2 TANGI P-STATION NO. III (FEMALE),MC TANGI,014070101,-,,758,758,,3,3
,,MC TANGI,014070102,-,,410,410,,,
7,GGHS TANGI P-STATION NO. 1 (FEMALE),MC TANGI,014070103,-,,114,114,,3,3
,,MC TANGI,014070104,-,,453,453,,,
,,MC TANGI,014070105,-,,333,333,,,
,,MC TANGI,014070201,-,,384,384,,,
8,GMS TANGI (MALE),MC TANGI,014070302,-,343,,343,2,,2
,,MC TANGI,014070303,-,567,,567,,,
9,GPS TANGI NO. 1 P-STATION NO. 1 (FEMALE),MC TANGI,014070205,-,,342,342,,3,3
,,MC TANGI,014070206,-,,165,165,,,
,,MC TANGI,014070301,-,,516,516,,,
,,MC TANGI,014070302,-,,254,254,,,
10,GPS TANGI NO. 1 P-STATION ,MC TANGI,014070303,-,,448,448,,2,2
,,MC TANGI,014070304,-,,347,347,,,
,,MC TANGI,014070305,-,,309,309,,,
11,GGMS TANGI (FEMALE),MC TANGI,014070202,-,,113,113,,3,3
,,MC TANGI,014070203,-,,432,432,,,
,,MC TANGI,014070204,-,,750,750,,,
12,GGPS TANGI (MALE),MC TANGI,014070304,-,387,,387,2,,2
,,MC TANGI,014070305,-,372,,372,,,
13,GHS GANDHERA P-STATION NO. 1 (COMBINED),GANDHERA BALA,014080301,-,438,315,753,2,1,3
,,GANDHERA BALA,014080303,-,374,244,618,,,
14,GHS GANDHERA P-STATION NO. II (COMBINED),GANDHERA BALA,014080302,-,731,513,1244,2,1,3
15,BHUY GANDHERA (MALE),GANDHERA PAYAN,014080304,-,706,,706,2,,2
,,GANDHERA PAYAN,014080305,-,154,,154,,,
,,GANDHERA PAYAN,014080306,-,137,,137,,,
16,GGPS GANDHERA BALA (FEMALE),GANDHERA PAYAN,014080304,-,,421,421,,2,2
,,GANDHERA PAYAN,014080305,-,,117,117,,,
,,GANDHERA PAYAN,014080306,-,,91,91,,,
17,GPS SHAKOOR (MALE),SHAKOOR,014080307,-,327,,327,3,,3
,,SHAKOOR,014080308,-,744,,744,,,
