SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT GIRLS P/S RASOOL PURA CHAK JHUMRA (MALE),T.C. CHAK JHUMRA,56120101,-,479,,479,3,,3
,,T.C. CHAK JHUMRA,56120102,-,802,,802,,,
2,GOVT BOYS P/S RASOOL PURA CHAK JHUMRA (FEMALE),T.C. CHAK JHUMRA,56120101,-,,378,378,,2,2
,,T.C. CHAK JHUMRA,56120102,-,,564,564,,,
3,GOVT GIRLS PRIMARY SCHOOL MUHAMMAD PURA (MALE),T.C. CHAK JHUMRA,56120103,-,783,,783,3,,3
,,T.C. CHAK JHUMRA,56120104,-,589,,589,,,
4,GOVT GIRLS PRIMARY SCHOOL MUHAMMAD PURA (FEMALE),T.C. CHAK JHUMRA,56120103,-,,694,694,,3,3
,,T.C. CHAK JHUMRA,56120104,-,,470,470,,,
5,GOVT BOYS ELEMANTRY/SCHOOL OLD BUS STAND CHAK JHUMRA (MALE),T.C. CHAK JHUMRA,56120105,-,542,,542,3,,3
,,T.C. CHAK JHUMRA,56120106,-,652,,652,,,
6,OFFICE TOWN COMMITTEE CHAK JHUMRA (FEMALE),T.C. CHAK JHUMRA,56120105,-,,458,458,,3,3
,,T.C. CHAK JHUMRA,56120106,-,,659,659,,,
7,GOVT. GIRLS HIGHER SECONDARY  SCHOOL CHAK JHUMRA (MALE),T.C. CHAK JHUMRA,56120201,-,492,,492,3,,3
,,T.C. CHAK JHUMRA,56120202,-,747,,747,,,
8,GOV GIRLS HIGHER SECONDARY SCHOOL CHAK JHUMRA (FEMALE),T.C. CHAK JHUMRA,56120201,-,,386,386,,2,2
,,T.C. CHAK JHUMRA,56120202,-,,606,606,,,
9,GOVT CATHOLIC BOYS PRIMARY SCHOOL CHINIOT ROAD JHUMRA (MALE),T.C. CHAK JHUMRA,56120203,-,336,,336,3,,3
,,T.C. CHAK JHUMRA,56120204,-,565,,565,,,
,,T.C. CHAK JHUMRA,56120205,-,443,,443,,,
10,GOVT. CATHOLIC BOYS PRIMARY SCHOOL CHINIOT ROAD JHUMRA (FEMALE),T.C. CHAK JHUMRA,56120203,-,,323,323,,3,3
,,T.C. CHAK JHUMRA,56120204,-,,516,516,,,
,,T.C. CHAK JHUMRA,56120205,-,,345,345,,,
11,GOVT PRIMARY SCHOOL RAILWAY ROAD JHUMRA (MALE),T.C. CHAK JHUMRA,56120206,-,785,,785,3,,3
,,T.C. CHAK JHUMRA,56120207,-,531,,531,,,
12,VETERMARY HOSPITAL JHUMA (FEMALE),T.C. CHAK JHUMRA,56120306,-,,567,567,,2,2
