SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GPS SADU KHAN COMBINED ,SADO KHAN,6080101,-,525,284,809,1,1,2
2,GPS DOUMAIRA COMBINED,DOUR MAIRA,6080103,-,444,203,647,2,1,3
,,DOUR MAIRA,6080104,-,437,200,637,,,
,,DOUR MAIRA,6080105,-,357,171,528,,,
3,GPS KUND DOUR COMBINED,KUND DOUR,6080401,-,324,183,507,1,1,2
,,KUND DOUR,6080402,-,171,128,299,,,
,,KUND DOUR,6080403,-,189,0,189,,,
4,GPS SHAHDAG COMBINED,GIGAL,6080201,-,178,58,236,2,1,3
,,SHAHDAG,6080202,-,444,328,772,,,
,,SHAHDAG,6080203,-,238,50,288,,,
,,KUNDER BASI KHA,6080208,-,543,204,747,,,
5,BHU SHAGAI BASI KHAIL (COMBINED),SHAGAI,6080204,-,376,182,558,1,1,2
,,SHAGAI,6080205,-,220,136,356,,,
,,SHAGAI,6080206,-,335,138,473,,,
,,SHAGAI,6080207,-,243,112,355,,,
6,GPS SURI ASHARAY COMB ,SURI ASHRAY,6081901,-,367,58,425,2,1,3
7,GPS ALIMA DADA COMB,BANDA DADA,6080102,-,954,616,1570,2,1,3
,,ALIMA DADA,6080106,-,261,178,439,,,
,,SOORAL,6081101,-,275,219,494,,,
,,JABERA SERI,6081102,-,256,141,397,,,
8,GPS ZEEZARAY COMBINED(TENT) PARTIALLY,DOUR,6080404,-,298,196,494,2,1,3
,,ZEEZARAY,6080405,-,365,149,514,,,
9,GPS CHAM KALAGAY COMBINED(TEN) PARTIALLY,CHAMKALAGAY,6080210,-,138,89,227,2,1,3
,IMPROVRED),CHAMKALAGAY,6080211,-,134,88,222,,,
,,CHAMKALAGAY,6080212,-,226,154,380,,,
,,CHAMKALAGAY,6080213,-,135,63,198,,,
,,CHAMKALAGAY,6080214,-,97,72,169,,,
,,CHAMKALAGAY,6080215,-,87,68,155,,,
,,CHAMKALAGAY,6080216,-,84,42,126,,,
,,CHAMKALAGAY,6080217,-,88,16,104,,,
,,CHAMKALAGAY,6080218,-,128,107,235,,,
,,CHAMKALAGAY,6080219,-,250,98,348,,,
10,GPS KALISH COMBINED TENT (PARTIALLY,KALISH,6080616,-,290,186,476,1,1,2
,,KALISH,6080617,-,394,256,650,,,
,,KALISH,6080618,-,213,133,346,,,
,,KALISH,6080619,-,150,76,226,,,
11,GMS SHANGAL COMBINED,SHANGAL DAR BALA,6080610,-,319,63,382,1,1,2
,,SHANGAL DAR BALA,6080611,-,171,117,288,,,
,,SHANGAL DAR BALA,6080612,-,154,82,236,,,
12,GPS DANDA COMBINED TENT(PARTIALLY IMPROVIRD),SHAGAL DAR PAVE,6080613,-,120,36,156,1,1,2
,,SHAGAL DAR PAVE,6080614,-,881,274,1155,,,
,,SHAGAL DAR PAVE,6080615,-,90,52,142,,,
