SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT BOYS P/S GUNJ HUSSAIN ABAD MALE,PHATAK GUNJ HUSSAIN,159010101,-,652,,652,3,,3
,,GALI HAFIZ ANWAR MOHALLAH HUSSAINABAD,159010102,-,759,,759,,,
2,GOVT GIRLS P/S GUNJ HUSSAIN ABAD FEMALE,PHATAK GUNJ HUSSAIN,159010101,-,,389,389,,2,2
,,GALI HAFIZ ANWAR MOHALLAH HUSSAINABAD,159010102,-,,640,640,,,
3,GOVT SAINT MUCAL KATHOLAC CHARCH H/S,ROAD HUSSAIN ABAD CHOWK TEHSIL OFFICE,159010103,-,530,,530,3,,3
,,ROAD HUSSAIN ABAD CHOWK TEHSIL OFFICE,159010104,-,695,,695,,,
4,GOVT SAINT MUCAL KATHOLAC CHARCH H/S,ROAD HUSSAIN ABAD CHOWK TEHSIL OFFICE,159010103,-,,383,383,,3,3
,,ROAD HUSSAIN ABAD CHOWK TEHSIL OFFICE,159010104,-,,530,530,,,
5,GOVT ELEMENTARY COLLOGE NAROWAL MALE,RAILWAY PHATAK SIALKOT CHOWK ZAFAR WAL BY PASS,159010201,-,510,,510,3,,3
,,RAILWAY PHATAK SIALKOT CHOWK ZAFAR WAL BY PASS,159010202,-,696,,696,,,
6,GOVT ELEMENTARY COLLOGE NAROWAL FEMALE,RAILWAY PHATAK SIALKOT CHOWK ZAFAR WAL BY PASS,159010201,-,,354,354,,2,2
,,RAILWAY PHATAK SIALKOT CHOWK ZAFAR WAL BY PASS,159010202,-,,657,657,,,
7,GOVT MUSLIM H/S NAROWAL M,HUSSAINA CHOWK,159010203,-,1012,,1012,2,,2
8,GOVT MUSLIM H/S NAROWAL M,HUSSAINA CHOWK,159010203,-,,782,782,,2,2
9,GOVT  BOARDING P/S ZAFARWAL ROAD NAROWAL M,EID GAH ROAD MOHALLAH RASOOLOURA,159010204,-,534,,534,3,,3
,,MUQADDASS HOTAL EID GAH ROAD,159010205,-,540,,540,,,
10,GOVT GIRLS P/S RASULPURA NORAWAL W,EID GAH ROAD MOHALLAH RASOOLPURA,159010204,-,,394,394,,2,2
,,MUQADDASS HOTAL EID,159010205,-,,352,352,,,
11,GOVT ELEMENTARY COLLOGE HOSTEL NAROWAL M,JASJID MUJADDEDEA,159010301,-,1314,,1314,3,,3
