SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,S.D.O WAPDA OFFICE UNION COUNCIL NO 149 RAIWIND (MALE),MOHALLAH SHAHEEDAN,69010101,1 TO 345 B-1,345,,345,3,,3
,,RAILWAY COLONY,69010102,1 TO 767 B-2,767,,767,,,
,,RAILWAY COLONY,69010103,1 TO 412 B-3,412,,412,,,
2,S.D.O WAPDA OFFICE UNION COUNCIL NO 149 RAIWIND LAHORE*(FEMALE),MOHALLAH SHAHEEDAN,069010101,1 TO 281 B-1,,281,281,,3,3
,,RAILWAY COLONY,069010102,1 TO 632 B-2,,632,632,,,
,,RAILWAY COLONY,069010103,1 TO 417 B-3,,417,417,,,
3,GOVERNMENT GIRLS PRIMARY SCHOOL* SARWAR HAYYAT COLONY* RAIWIND*,MOHALLAH QASABAN,069010104,1 TO 455 B-1,455,,455,3,,3
,LAHORE(MALE),RAILWAY COLONY,069010105,1 TO 536 B-2,536,,536,,,
,,GALI IMAM BARGAH WALI,069010201,1 TO 547  B-3,547,,547,,,
4,GOVERNMENT GIRLS PRIMARY SCHOOL* SARWAR HAYYAT COLONY* RAIWAIND* LAHORE,MOHALLA QASBAN,069010104,1 TO 417 B-1,,417,417,,3,3
,(FEMALE),RAILWAY COLONY,069010105,1 TO 381 B-2,,381,381,,,
,,GALI IMAM BARGAH WALI,069010201,1 TO 485 B-3,,485,485,,,
5,GOVERNMENT BOYS MIDDLE SCHOOL* RAIWIND TOWN COMMITTEE* LAHORE (MALE),KOT KAHZAN SINGH,069010202,1 TO 669 B-1,669,,669,2,0,2
,,RAIWIND TOWN,069010203,1 TO 683 B-2,683,,683,,,
6,GOVERNMENT BOYS MIDDLE SCHOOL* RAIWIND TOWN COMMITTEE* LAHORE (FEMALE),KOT KAHZAN SINGH,069010202,1 TO 546 B-1,,546,546,,2,2
,,RAIWIND TOWN,069010203,1 TO 493 B-2,,493,493,,,
7,GOVERNMENT GIRLS PRIMARY SCHOOL* GOSHAT MARKET,RAIWIND TOWN,69010204,1 TO 583 B-1,583,,583,3,,3
,,SUNDAR ROAD ,069010205,1 TO 493 B-2,493,,493,,,
,,ARSHAD COLONY,069010206,1 TO 440 B-3,440,,440,,,
8,GOVERNMENT GIRLS PRIMARY SCHOOL* GOSHAT MARKET,RAIWIND TOWN,69010204,1 TO 502 B-1,,502,502,,3,3
,MANDI RAIWIND LAHORE (FEMALE),SUNDAR ROAD RAIWIND,069010205,1 TO 382 B-2,,382,382,,,
,,ARSHAD COLONY,069010206,1 TO 331 B-3,,331,331,,,
9,GOVERNMENT GIRLS PRIMARY SCHOOL MONGA STREET RAIWIND* LAHORE (MALE),KALAY DA HOTEL,69010301,1 TO 696 B-1,696,,696,2,,2
,,LOHARAN BABU KHAN,069010302,1 TO 535 B-2,535,,535,,,
10,GOVERNMENT GIRLS PRIMARY SCHOOL MONGA STREET RAIWIND* LAHORE (FEMALE),KALAY DA HOTEL,69010301,1 TO 552 B-1,,552,552,,2,2
,,LOHARAN BABU KHAN,069010302,1 TO 435 B-2,,435,435,,,
11,GOVERNMENT BOYS PRIMARY SCHOOL* NEAR DARBAR REHMAT SHAH* LAHORE.,GALI BABA REHMATSHAH,69010303,1 TO 633 B-1,633,,633,3,,3
,,GHOUS PURA,069010304,1 TO 472 B-2,472,,472,,,
12,GOVERNMENT BOYS PRIMARY SCHOOL* NEAR DARBAR REHMAT SHAH* LAHORE.,GALI BABA REHMAT SHAH,69010303,1 TO 482 B-1,,482,482,,2,2
,,GHOUS PURA,069010304,1 TO 414 B-2,,414,414,,,
13,MISSION BOYS HIGH SCHOOL* RAIWIND* LAHORE. (MALE),RAILWAY QUARTERS RAIWIND,69010305,1 TO 179 B-1,179,,179,2,,2
,,TEEN MARLA SCHEME,069010306,1 TO 542 B-2,542,,542,,,
14,MISSION BOYS HIGH SCHOOL* RAIWIND* LAHORE* (FEMALE),RAILWAY QUATERS,69010305 FEMALE,1 TO 113 B-1,,113,113,,2,2
,,TEEN MARLA SCHEME,069010306,1 TO 408 B-2,,408,408,,,
15,BILAL IDEAL HOME SCHOOL* GOSHANOEOAHBAB* PECO COLONY* LAHORE (MALE),MARGAZAR COLONY,69020101 MALE,1 TO 535 B-1,535,,535,3,,3
,,-,-,536 TO 1015 B-2,480,,480,,,
,,-,-,1016 TO 1615 B-3,600,,600,,,
16,ISLAMIA MODEL HIGH SCHOOL* HABIB PARK* MULTAN ROAD* LAHORE (MALE),MARGZAR COLONY,069020101 MALE,1616 TO 2155 B-1,540,,540,3,,3
,,-,-,2156 TO 2695 B-2,540,,540,,,
,,-,-,2696 TO 3235 B-3,540,,540,,,
17,FAISAL COMPRIHENSIVE SCHOOL* GOSHAOEOAHBAB PECO COLONY* LAHORE (MALE),MARGZAR COLONY,069020101 MALE,3236 TO 3775 B-1,540,,540,2,,2
,,-,-,3776 TO 4315 B-2,540,,540,,,
18,OFFIE OF THE MARGZAR HOUSING SOCIETY* LAHORE. (MALE),MARGAZAR COLONY,069020101 MALE,4316 TO 4855 B-1,540,,540,2,,2
,,-,-,4856 TO 5395 B-2,540,,540,,,
19,BILAL IDEAL HOME SCHOOL* GOSHA-E-AHBAB* PECO COLONY* LAHORE. (MALE),MARGZAR COLONY,069020101 MALE,5396 TO 5935 B-1,540,,540,2,,2
,,-,-,5936 TO 6475 B-2,540,,540,,,
20,ISLAMIA MODEL HIGH SCHOOL* HABIB PARK* MUTALN ROAD * LAHORE (MALE),MARGZAR COLONY,069020101 MALE,6476 TO 6985 B-1,510,,510,2,,2
,,-,-,6986 TO 7525 B-2,540,,540,,,
21,OFFICE OF THE MARGZAR HOUSING SOCIETY* LAHORE.(MALE),MARGZAR COLONY,069020101 MALE,7526 TO 8065 B-1,540,,540,2,,2
,,-,-,8066 TO 8635 B-2,570,,570,,,
22,FATIMA JINAH MODEL SCHOOL*GOSHAOEOAHBAB* PECO* COLONY LAHORE,MARGZAR COLONY,069020101 FEMALE,1 TO 535 B-1,,535,535,0,3,3
,(FEMALE),-,-,536 TO 1075 B-2,,540,540,,,
,,-,-,1067 TO 1615 B-3,,540,540,,,
23,ISLAMIA MODEL HIGH SCHOOL* HABIB PARK MULTAN ROAD LAHORE.(FEMLALE),MARGZAR COLONY,069020101 FEMALE,1616 TO 2155 B-1,,540,540,0,3,3
,,-,-,2156 TO 2755 B-2,,600,600,,,
,,-,-,2756 TO 3295 B-3,,540,540,,,
24,FAISAL COMPREHENSIVE SCHOOL GOSHA-E-AHBAB* PECO COLONY LAHORE,MARGZAR COLONY,069020101 FEMALE,3296 TO 3835 B-1,,540,540,,3,3
,(FEMALE),-,-,3836 TO 4375 B-2,,540,540,,,
,,-,-,4376 TO 4862 B-3,,487,487,,,
25,OFFICE OF THE MARGZAR PUNLIC SCHOOLS* SHADIWAL * LAHORE (FEMALE),MARTZAR COLONY,069020101,4863 TO 5402 B-1,,540,540,0,2,2
,,-,-,5403 TO 5942 B-2,,540,540,,,
26,FATIMA JINAH MODEL SCHOOL* GOSHA-E-AHBAB* PECO COLONY LAHORE (FEMALE),MARGZAR COLONY,069020101,5943 TO 6362 B-1,,420,420,0,3,3
,,-,-,6363 TO 6782 B-2,,420,420,,,
,,-,-,6783 TO 7254 B-3,,472,472,,,
27,ISLAMIA HIGH SCHOOL HABIB PARK MULTAN ROAD LAHORE. (MALE),GULSHAN ABBAS SCHEME NO.2,069020102 MALE,1 TO 535 B-1,535,,535,2,0,2
,,-,-,536 TO 1065 B-2,530,,530,,,
28,ISLAMIA HIGH SCHOOL* HABIB PARK* MULTAN ROAD* LAHORE*(FEMALE),GULSHAN ABBAS SCHEME NO 2,069020102-FEMALE,1 TO 988 B-1,988,,988,0,1,1
29,GOVERNMENT GIRLS ELEMENTARY SCHOOL*,JAMAL COLONY,069020103 MALE,1 TO 933 B-1,933,,933,1,1,2
,HANJARWAL*LAHORE ,-,069020103 FEMALE,1 TO 675 B-2,,675,675,,,
30,GOVERNMENT GIRLS ELEMENTARY SCHOOL* HANJARWAL* LAHORE.(COMBINED),GULSHAN ABBAS SCHEME NO 1,69020104,1 TO 514 B-1,514,,514,1,1,2
,,GULSHAN ABBAS SCHEME NO 1,69020104,1 TO 344 B-2,,344,344,,,
31,GOVERNMENT BOYS MIDDLE SCHOOL* HANJARWAL* ,MAIN BAZAR HANJARWAL,69020105,1 TO 925 B-1,925,,925,1,0,1
32,GOVERNMENT BOYS MIDDLE SCHOOL*HANJARWAL* LAHORE.,MAIN BAZAR HANJARWAL,069020105 FEMALE,1 TO 661 B-1,,661,661,0,1,1
33,ENGINEERING ACADEMY NIAZ BEG*CANAL ROAD*,MACHI PURA,069020106(MALE),1 TO 535 B-1,535,,535,2,0,2
,,-,-,536 TO 1027 B-2,492,,492,,,
34,ENGINEERING ACADEMY NIAZ BEG* CANAL ROAD* LAHORE ,MACHI PURA,069020106 FEMALE,1 TO 666 B-1,,666,666,0,1,1
35,ITTEFAQ SUPERIOR SCHOOL* AHMAD HOUSAING SCHEME*,AMNA PARK,069020107(MALE),1 TO 956 B-1,956,,956,3,0,3
,,-,-,957 TO 1975 B-2,1019,,1019,,,
36,Ittfaq superior School* Ahmad Housing Scheme* Niaz beg,Amna Park,069020107 Female,1 to 895 B-1,0,895,895,0,2,2
,,-,-,896 to 1735 B-2,0,840,840,,,
37,Ittefaq Superior School* Ahmad Housing Scheme* Niaz beg Lahore ,Amna Park,69020107,1976 to 2977 B-1,1002,0,1002,1,0,1
38,Ittefaq Superior School* Ahmad Housing Scheme* Niaz beg Lahore ,Amna Park,69020107,1736 to 2390 B-1,0,655,655,0,1,1
39,Vetemary Hospital Niaz Beg* Lahore (Male),Salamat Pura,069020108(Male),1 to 535 B-1,535,0,535,3,0,3
,,-,-,536 to 1015 B-2,480,0,480,,,
,,-,-,1016 to 1952 B-3,937,0,937,,,
40,Vetermary Hospital* Niaz Beg* Lahore (Female),Salamat Pura,069020108 Female,1 to 715 B-1,0,715,715,0,2,2
,,-,-,716 to 1341 B-2,0,626,626,,,
41,Government Girls Middle School* Niaz Beg* Lahore* (Male),Mohallah Munwar Shah,069020109(Male),1 to 715 B-1,715,0,715,2,0,2
,,-,-,716 to 1375 B-2,660,0,660,,,
