SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,OLDAGE EMPLOYEES BENEFIT MAIN G.T.ROAD* KOT SHAHAB,RAJA COLONY*,70010101,1 TO 708 B-1,708,,708,3,,3
,DIN SHAHDRA(MALE),MUHALLAH THAKIRDASS,70010102,1 TO 830 B-2,830,,830,,,
,,KOT SHABAH DIN,70010103,1 TO 498 B-3,498,,498,,,
2,OLDAGE EMPLOYEES BENEFIT MAIN G.T.ROAD* KOT SHAHAB,RAJA COLONY*,70010101,1 TO 565 B-1,,565,565,0,3,3
,DIN SHAHADRA (FEMALE),MUHALLAH THAKIRDASS,70010102,1 TO 580 B-2,,580,580,,,
,,KOT SHAHAB DIN,70010103,1 TO 386 B-3,,386,386,,,
3,ISLAMIA MODEL GIRLS HIGHER SEC. SCHOOL* BOOTA PARK* PINDI DAS ROAD (MALE),KOT SHAHAB DIN ST.3,70010104,1 TO 487 B-1,,487,487,,3,3
,,KOT SHAHAB DIN ST.5,70010105,1 TO 295 B-2,,295,295,,,
,,LAJPAT ROAD,70010201,1 TO 511 B-3,,511,511,,,
4,NOOR PUBLIC H/S MALIK PARK BARADARI ROAD* LAHORE(FEMALE),KOT SHAHAB DIN ST.3*4,70010104,1 TO 592 B-1,592,,592,,3,3
,,KOT SHAHAB DIN ST.5,70010105,1 TO 352 B-2,352,,352,,,
,,LAJPAT ROAD,70010201,1 TO 604 B-3,604,,604,,,
5,STAR COLLEGE STREET* NO.4* NEAR MAIN G.T.ROAD* SHAHDRA. (MALE),JINAH PARK KOT SHAHAB DIN,70010202,1 TO 601 B-1,601,,601,2,,2
,,LAJ PAT NAGAR. ST.6,70010203,1 TO 652 B-2,652,,652,,,
6,CENTRAL CADIT SCHOOL LAJPAT ROAD SHAHDRA (FEMALE),JINAH PARK KOT SHAHAB DIN,70010202,1 TO 506 B-1,,506,506,,2,2
,,LAJ PAT NAGAR. ST.6,70010203,1 TO 546 N-2,,546,546,,,
7,CENTRAL CADIT SCHOOL LAJPAT ROAD SHAHDRA ,LAJ PAT NAGAR. ST.8,70010204,1 TO 411 B-,,411,411,2,,2
,,CHATHA PARK MAIN BAZAR.,70010205,1 TO 602 B-2,,602,602,,,
8,CENTRAL CEDIT SCHOOL LAJPAT ROAD SHAHDRA (FEMALE),LAJ PAT NAGAR. ST.8,70010204,1 TO 324 B-1,,324,324,,2,2
,,CHATHA PARK MAIN BAZAR.,70010205,1 TO 412 B-2,,412,412,,,
9,ADEEL MODEL SCHOOL CHATHA PARK ST NO 5 SHAHDRA CHOWK (MALE),MOH. CHATHA PARK* ST* NO 5,70010301,1 TO 752 B-1,,752,752,2,,2
,,CHATHA PARK,70010302,1 TO 636 B-2,,636,636,,,
10,NEW MUSLIM MODEL SCHOOL NEAR MASJID ANAYAT GHOSHIA NEAR AZIZ COLONY SHAHDRA (FEMALE),NEAR MASJID ANAYAT GHOSHIA NEAR AZIZ COLONY SHAHDRA,70010301,1 TO 590 B-1,,590,590,,2,2
,,AZIZ COLONY,70010302,1 TO 501 B-2,,501,501,,,
11,AL-HAMDIA SCHOOL LAJPAT ROAD* SHAHDRA(MALE),ISLAM NAGAR SHAHDARA,70010303,1 TO 667 B-1,667,,667,2,,2
,,MOH. ZIZ COLONY,70010304,1 TO 597 B-2,597,,597,,,
12,AL-HAMDIA SCHOOL LAJPAT ROAD* SHAHDRA (FEMALE),ISLAM NAGAR SHAHDARA,70010303,1 TO 472 B-1,,472,472,,2,2
,,MOH. AZIZ COLONY,70010304,1 TO 420,,420,420,,,
13,ASTRO ACADEMY MAIN BAZAR GULZAR XOLONY* LAIPAT,ITFAQ COLONY,70010305,1 TO 617 B-1,617,,617,2,,2
,ROAD* SHAHDRA (MALE),ISLAM NAGAR SUI GASS ROAD,70010401,1 TO 683 B-2,683,,683,,,
14,ASTRO ACADEMY MAIN BAZAR* GULZAR COLONY* LAIPAT,ITFAQ COLONY,70010305,1 TO 483 -1,,483,483,,2,2
,ROAD* SHAHDRA(FEMALE),ISLAM NAGAR SUI GASS ROAD,70010401,1 TO 618 B-2,,618,618,,,
15,MILLAT MODEL HIGH SCHOOL* MUSTAFA STREET 34 ISLAMIA COLONY WINDALA ROAD* SHAHDRA (MALE),AZIZ COLONY* ISLAMIA COLONY,70010402,1 TO 380 B-1,380,,380,2,,2
,,AZIZ COLONY* ST NO. 22 TO 26,70010403,1 TO 655 B-2,655,,655,,,
16,NEW MUSLIM MODEL SCHOOL NEAR MASJID ANAYAT GHOSHIA NEAR AZIZ COLONY SHAHDRA (FEMALE),AZIZ COLONY* ISLAMIA COLONY,70010402,1 TO 293 B-1,293,,293,,2,2
,,AZIZ COLONY* ST.NO 22 TO 26,70010403,1 TO 564 B-2,564,,564,,,
17,QUEST MODEL HIGH SCHOOL SIR SHAHAB PARK SHAHDRA (MALE),AZIZ COLONY ST. 1*3*5,70010404,1 TO 624 B-1,624,,624,2,,2
,,NASIR COLONY,70010405,1 TO 609 B-2,609,,609,,,
18,QUEST MODEL HIGH SCHOOL SIR SHAHAB PARK SHAHDRA (FEMALE),AZIZ COLONY ST. 1*3*5,70010404,1 TO 492 B-1,,492,492,,2,2
,,NASIR COLONY,70010405,1 TO 538 B-2,,538,538,,,
19,SALMA NAZ SCIENCE SCHOOL. DOLAT KHAN ROAD. RASOOL NAGAR* SHAHDRA (MALE),AZIZ COLONY ST. NO. 28*29,70010406,1 TO 642 B-1,642,,642,2,,2
,,LAJPAT NAGAR ST. NO. 7*9,70010501,1 TO 513 B-2,513,,513,,,
20,SALMA NAZ SCIENCE SCHOOL* DOLAT KHAN ROAD* RASOOL NAGAR* SHAHDRA (FEMALE),AZIZ COLONY ST NO 28*29,70010406,1 TO 502 B-1,,502,502,,2,2
,,LAJPAT NAGAR ST NO. 7*9,70010501,1 TO 439 B-2,,439,439,,,
21,CITY DISTRICT GOVERNMENT LAHORE BOYS ISLAM NAGAR,SHOHAB PARK,70010502,1 TO 655 B-1,655,,655,2,,2
,SHAHDRA (MALE),RASOOL NAGAR* WANDAL ROAD,70010503,1 TO 565 B-2,565,,565,,,
22,JAMIA ISLAMIA PUBLIC SCHOOL SUI-GAS ROAD* MUHAMMADI,SHOHAB PARK,70010502,1 TO 564 B-1,,564,564,,2,2
,CHOWK*(FEMALE),RASOOL NAGAR* WANDAL ROAD,70010503,1 TO 482 B-2,,482,482,,,
23,NUSRAT MODEL SCHOOL SUI-GAS ROAD* NEAR MUHAMMADI CHOWK* (MALE),DOLAT KHAN ROAD,70010504,1 TO 440 B-1,440,,440,2,,2
,,ACAL ST DOLAT KHAN ROAD,70010505,1 TO 361 B-2,361,,361,,,
24,NUSRAT MODEL SCHOOL SUI-GAS ROAD* NEAR MUHAMMADI CHOWK (FEMALE),DOLAT KHAN ROAD,70010504,1 TO 372 B-1,,372,372,,2,2
,,ACAL ST. DOLAT KHAN ROAD.,70010505,1 TO 323 B-2,,323,323,,,
25,AL-SUFFA FOUNDATION SCHOOL ENGLISH ILAM DIN COLONY (MALE),ELM DIN COLONY,70010601,1 TO 483 B-1,483,,483,2,,2
,,ALLAMA IQBAL COLONY,70010602,1 TO 534 B-2,534,,534,,,
26,AL-SUFFA FOUNDATION SCHOOL ENGLISH ILAM DIN COLONY(FEMALE),ELM DIN COLONY,70010601,1 TO 449 B-1,,449,449,,2,2
,,ALLAMA IQBAL COLONY,70010602,1 TO 411 B-2,,411,411,,,
27,M C GIRLS MIDDLE SCHOOL* WEAVING FACORY* G.T.ROAD SHAHDRA(MALE),ALLAMA IQBAL CO ST. NO 12,70010603,1 TO 446 B-1,446,,446,3,,3
,,BILAL NAGAR,70010604,1 TO 190 B-2,190,,190,,,
,,SHAHDARA LAYRICS COLONY,70010605,1 TO 727 B-3,727,,727,,,
28,M.C. GIRLS MIDDLE SCHOOL* WEAVING FACTORY* G.T.ROAD SHAHDRA(FEMALE),ALLAMA IQBAL CO ST NO.12,70010603,1 TO 416,,416,416,,3,3
,,BILAL NAGAR,70010604,1 TO 137 B-2,,137,137,,,
,,SHAHDARA LAYRICS COLONY,70010605,1 TO 573 B-3,,573,573,,,
