SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GGPS JAR(MALE&FEMALE),KAMAR,029010107,-,227,134,361,2,1,3
,,CHARGORAI,029010201,-,167,134,301,,,
,,DEHRAI,029010202,-,47,44,91,,,
,,BAR RAGHAGAN,029010203,-,111,105,216,,,
,,LAR RAGHAGAN,029010204,-,516,354,870,,,
2,GPS JAR (MALE&FEMALE),GANDAW,029010101,-,158,116,274,2,1,3
,,BANDA,029010102,-,341,183,524,,,
,,JAR,029010103,-,259,141,400,,,
,,MAHROSA,029010104,-,105,79,184,,,
,,MULA KILLAI,029010105,-,404,212,616,,,
,,QAZI DEHRAI,029010106,-,291,186,477,,,
3,GGDC KHAR-1 (MALE&FEMALE),PESHTO,029010301,-,46,31,77,2,1,3
,,QALACHA,029010303,-,55,32,87,,,
,,AMANKOT,029010306,-,230,119,349,,,
,,HAJI LAUNG,029010305,-,296,111,407,,,
4,GGHS KHAR-I (MALE&FEMALE),SHANARAI,029010205,-,449,290,739,2,1,3
,,HAJI/MUSLIM BAGH,029010206,-,215,125,340,,,
,,CHOTA SAMARBAGH,029010207,-,317,181,498,,,
,,YOUSAF ABAD,029010307,-,558,372,930,,,
5,GGHS KHAR-II (MALE&FEMALE),BALOLAI,029010302,-,293,210,503,1,1,2
,,LOE BABA,029010408,-,134,0,134,,,
,,MAMINZO,029010410,-,495,307,802,,,
,,REDO SHAGAI,029010304,-,263,252,515,,,
6,GHS KHAR-1(MALE&FEMALE),SHAGO,029010401,-,206,112,318,3,1,4
,,MIR ALI QILA KHAR-I,029010402,-,559,290,849,,,
,,MIR ALI QILLA ,029010403,-,473,299,772,,,
,,SHIEKH BABA,029010409,-,188,3,191,,,
,,MULANO KILLAI,029010411,-,139,80,219,,,
7,GHS KHAR-II(MALE&FEMALE),KHAR,029010404,-,573,457,1030,3,1,4
,,KHAR,029010405,-,509,324,833,,,
,,KHAR,029010406,-,300,242,542,,,
,,KHAR,029010407,-,609,319,928,,,
8,GHS KHAR-II,SHINKOT,029010706,-,333,211,544,1,1,2
,,DAG QILLA,029010707,-,92,48,140,,,
,,GHINGAZO,029010708,-,376,194,570,,,
9,GHS KHAR-IV(MALE&FEMALE),SHANDAI,029010501,-,396,190,586,2,1,3
,,LASHORA,029010502,-,155,112,267,,,
,,SERAI,029010503,-,95,52,147,,,
,,KOTKAI,029010506,-,92,52,144,,,
,,PAJJA,029010507,-,279,151,430,,,
10,GHS KHAR-V (MALE&FEMALE),DAQ QILLA,029010504,-,590,327,917,2,1,3
,,ALI JAN QILLA,029010505,-,324,141,465,,,
,,SHAMSHAK,029010604,-,112,64,176,,,
,,SHIEKH MINO,029010605,-,506,261,767,,,
11,BHU INAYAT KILLAI,MIANGANO KORONA,029010701,-,468,300,768,3,1,4
,,INAYAT KILLAI,029010704,-,258,105,363,,,
,,INAYAT KILLAI,029010705,-,523,301,824,,,
,,BADI SAMOOR,029010709,-,277,232,509,,,
12,GPS NAWAI KILLAI(MALE&FEMALE),NAWAI KIILAI,029010702,-,657,265,922,2,1,3
,,NAWAI KILLAI,029010703,-,384,179,563,,,
,,KHAIR ABAD,029010607,-,83,37,120,,,
13,GPS BATAI(MALE&FEMALE),BATAI,029011301,-,824,590,1414,1,1,2
14,GGPS FALANG (MALE&FEMALE),FALANG,029011302,-,869,673,1542,1,1,2
15,GHS GHANI ADAI-I (MALE&FEMALE),SAWARO SHAH,029011303,-,218,211,429,2,1,3
