SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,OFFICE OF THE CANTONMENT BOARD* MARDAN,MARDAN CANTT*B1,-,-,310,,310,3,,3
,,MARDAN CANTT*B2,-,-,322,,322,,,
,,MARDAN CANTT*B3,-,-,357,,357,,,
2,F.G GIRLS HIGH SCHOOL NEAR ZAMIN SHAH BABA MARDAN CANTT,MARDAN CANTT*B1,-,-,,285,285,,2,2
,,MARDAN CANTT*B2,-,-,,284,284,,,
,,MARDAN CANTT*B3,-,-,,289,289,,,
3,GPS NO 1 BAGHDADA,CIRCLE NO 1 MC*MARDAN B-1,-,-,237,,237,3,,3
,,CIRCLE NO 1 MC*MARDAN B-2,-,-,756,,756,,,
,,CIRCLE NO 1 MC*MARDAN B-3,-,-,659,,659,,,
4,GHS BAGHDADA 1ST*P/STATION,CIRCLE NO 1 MC*MARDAN B-4,-,-,947,,947,3,,3
,,CIRCLE NO 1 MC*MARDAN B-5,-,-,765,,765,,,
5,GHS BAGHDADA 2ND P/STATION,CIRCLE NO 1 MC*MARDAN B-6,-,-,736,,736,3,,3
,,CIRCLE NO 1 MC*MARDAN B-7,-,-,693,,693,,,
6,GOVERNMET GIRLS COLLEGE MARDAN 1STP/STATION,CIRCLE NO.1*MC*MARDAN B-1,-,-,,156,156,,3,3
,,CIRCLE NO.1*MC*MARDAN B-2,-,-,,461,461,,,
,,CIRCLE NO.1*MC*MARDAN B-3,-,-,,440,440,,,
,,CIRCLE NO.1*MC*MARDAN B-4,-,-,,532,532,,,
7,GOVERNMENT GIRLS COLLEGE*MARDAN 2NDP/STATION,CIRCLE NO.1*MC*MARDAN B-5,-,-,,429,429,,3,3
,,CIRCLE NO.1*MC*MARDAN B-6,-  -,-,,591,591,,,
,,CIRCLE NO.1*MC*MARDAN B-7,-,-,,548,548,,,
8,GPS NO.2 BAGHDADA,CIRCLE NO.2*MC*MARDAN B-1,-,-,657,,657,3,,3
,,CIRCLE NO.2*MC*MARDAN B-2,-,-,697,,697,,,
,,CIRCLE NO.2*MC*MARDAN B-3,-,-,290,,290,,,
9,O/O OF THE SO (WAPDA) PESCO GUJAR GARHI SUB-DIVISION NEAR POLICE ,CIRCLE NO.2*MC*MARDAN B-4,-,-,753,,753,2,,2
10,GMS BIJLIGHAR MARDAN,CIRCLE NO.2*MC*MARDAN B-5,-,-,662,,662,3,,3
,,CIRCLE NO.2*MC*MARDAN B-6,-,-,619,,619,,,
11,GOVT FEDERAL PUBLIC SCHOOL BAGHADADA,CIRCLE NO.2*MC*MARDAN B-1,-,-,,478,478,,3,3
,,CIRCLE NO.2*MC*MARD,-,-,,543,543,,,
,,CIRCLE NO.2*MC*MARDAN B-3,-,-,,206,206,,,
12,GGMS BIJLIGHAR MARDAN,CIRCLE NO.2*MC*MARDAN B-4,-,-,,417,417,,3,3
,,CIRCLE NO.2*MC*MARDAN B-5,-,-,,464,464,,,
,,CIRCLE NO.2*MC*MARDAN B-6,-,-,,370,370,,,
13,GPS POLICE LINE MARDAN,CIRCLE NO.3*MC*MARDAN B-1,-,-,499,,499,3,,3
,,CIRCLE NO.3*MC*MARDAN B-2,-,-,530,,530,,,
,,CIRCLE NO.3*MC*MARDAN B-3,-,-,678,,678,,,
14,OFFICE OF THE SDO WAPDA CANTT MARDAN 1ST P/S,CIRCLE NO.3*MC*MARDAN B-4,-,-,491,,491,3,,3
,,CIRCLE NO.3*MC*MARDAN B-5,-,-,819,,819,,,
15,OFFICE OF THE SDO WAPDA CANTT MARDAN P/S,CIRCLE NO.3*MC*MARDAN B-6,-,-,1183,,1183,3,,3
,,CIRCLE NO.3*MC*MARDAN B-7,-,-,900,,900,,,
16,GPS MANGAL BAGH MARDAN,CIRCLE NO.3*MC*MARDAN B-1,-,-,,327,327,,3,3
,,CIRCLE NO.3*MC*MARDAN B-2,-,-,,345,345,,,
,,CIRCLE NO.3*MC*MARDAN B-3,-,-,,326,326,,,
,,CIRCLE NO.3*MC*MARD,-,-,,395,395,,,
17,GPS RAILWAY STATION MARDAN,CIRCLE NO.3*MC*MARDAN B-5,-,-,,500,500,,3,3
,,CIRCLE NO.3*MC*MARDAN B-6,-,-,,834,834,,,
,,CIRCLE NO.3*MC*MARDAN B-7,-,-,,668,668,,,
18,GPS JAN ABAD,CIRCLE NO.4*MC*MARDAN B-1,-,-,995,,995,3,,3
,,CIRCLE NO.4*MC*MARDAN B-2,-,-,636,,636,,,
19,GPS TAMBULAK IST* P/STATION,CIRCLE NO.4*MC*MARDAN B-3,-,-,842,,842,3,,3
,,CIRCLE NO.4*MC*MARDAN B-4,-,-,440,,440,,,
20,GPS TAMBULAK 2ND * P/ STATION,CIRCLE NO.4*MC*MARDAN B-5,-,-,718,,718,,2,2
21,GGPS BAGH-E-IRAM MARDAN,CIRCLE NO.4*MC*MARDAN B-1,-,-,,775,775,,2,2
,,CIRCLE NO.4*MC*MARDAN B-2,-,-,,495,495,,,
22,GPS* TAMBULAK,CIRCLE NO.4*MC*MARDAN B-3,-,-,,440,440,,3,3
,,CIRCLE NO.4*MC*MARDAN B-4,-,-,,410,410,,,
,,CIRCLE NO.4*MC*MARDAN B-5,-,-,,447,447,,,
23,GHS LABOUR COLONY,CIRCLE NO.5*MC*MARD,-,-,370,,370,2,,2
,,CIRCLE NO.5*MC*MARDAN B-2,-,-,350,,350,,,
,,CIRCLE NO.5*MC*MARDAN B-3,-,-,414,,414,,,
24,GPS LABOUR COLONY,CIRCLE NO.5*MC*MARDAN B-6,-,-,400,,400,3,,3
,,CIRCLE NO.5*MC*MARDAN B-7,-,-,1437,,1437,,,
25,GPS NO 1 KHORA BANDA,CIRCLE NO.5*MC*MARDAN B-2,-,-,314,,314,2,,2
,,CIRCLE NO.5*MC*MARDAN B-3,-,-,219,,219,,,
