SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,Rawalpindi Model School Tehmasabad (Male),-,42010101,-,646,,646,3,,3
,,-,42010102,-,523,,523,,,
2,Crescent Model School near Rawalpindi Model School,-,42010101,-,,625,625,,2,2
,Tehmasabad (Female),-,42010102,-,,452,452,,,
,,-,42010106,-,,39,39,,,
3,F G Girls Primary School NO. 2 Gracy Line Chaklala (Male),-,42010103,-,337,,337,3,,3
,,-,42010104,-,289,,289,,,
,,-,42010105,-,94,,94,,,
,,-,42010106,-,32,,32,,,
,,-,42010107,-,277,,277,,,
,,-,42010901,-,210,,210,,,
,,-,42010902,-,61,,61,,,
4,F G Girls High School No.2 Gracy Line Chaklala (Female),-,42010103,-,,289,289,,2,2
,,-,42010104,-,,222,222,,,
,,-,42010105,-,,100,100,,,
,,-,42010107,-,,255,255,,,
,,-,42010901,-,,169,169,,,
,,-,42010902,-,,65,65,,,
5,F G Girls Primary School No. 2 Gracy Line Rawalpindi (Male),-,42010201,-,48,,48,3,,3
,,-,42010202,-,21,,21,,,
,,-,42010203,-,36,,36,,,
,,-,42010204,-,57,,57,,,
,,-,42010205,-,439,,439,,,
,,-,42010301,-,299,,299,,,
,,-,42010303,-,401,,401,,,
6,Waqar-un-Nisa Girls High School* Jehangir Road (Female),-,42010201,-,,61,61,,2,2
,,-,42010202,-,,27,27,,,
,,-,42010203,-,,40,40,,,
,,-,42010204,-,,77,77,,,
,,-,42010205,-,,424,424,,,
,,-,42010301,-,,303,303,,,
,,-,42010303,-,,326,326,,,
7,Got sir Syed Public School* Tipu Road (Male),-,42010302,-,370,,370,3,,3
,,-,42010304,-,339,,339,,,
,,-,42010305,-,333,,333,,,
,,-,42010306,-,158,,158,,,
,,-,42010307,-,183,,183,,,
8,Waqar-un-Nisa Girls High School* Jehangir Road (Female),-,42010302,-,,405,405,,3,3
,,-,42010304,-,,327,327,,,
,,-,42010305,-,,278,278,,,
,,-,42010306,-,,172,172,,,
,,-,42010307,-,,164,164,,,
9,CB Model School Dhoke Kashmiran Rahimabad (Male),-,42010402,-,550,,550,2,,2
,,-,42010405,-,374,,374,,,
,,-,42010406,-,183,,183,,,
10,Waqar-un-Nisa Girls High School* Jehangir Road (Female),-,42010401,-,,568,568,,2,2
,,-,42010402,-,,518,518,,,
,,-,42010406,-,,179,179,,,
11,CB Model School Dhoke Kashmiran Rahimabad (Male),-,42010401,-,648,,648,3,,3
,,-,42010403,-,425,,425,,,
,,-,42010404,-,320,,320,,,
12,Wqar-un-Nisa Girls High School Jehangir Road (Female),-,42010403,-,,420,420,,2,2
,,-,42010404,-,,307,307,,,
,,-,42010405,-,,306,306,,,
13,Govt Boys Elementary School* Dhoke Chiragh Din (Male),-,42010501,-,417,,417,2,,2
,,-,42010502,-,315,,315,,,
,,-,42010505,-,144,,144,,,
,,-,42010506,-,515,,515,,,
14,Govt. Primary School Dhoke Chiragh Din (Female),-,42010501,-,,364,364,,2,2
,,-,42010502,-,,222,222,,,
,,-,42010503,-,,271,271,,,
,,-,42010507,-,,314,314,,,
15,Govt. Boys Elementary School Dhoke Chiragh Din (Male),-,42010503,-,372,,372,3,,3
,,-,42010504,-,617,,617,,,
,,-,42010507,-,425,,425,,,
16,Govt. primary school dhoke chiragh din (Female),-,42010504,-,,530,530,,2,2
,,-,42010505,-,,116,116,,,
,,-,42010506,-,,452,452,,,
17,FG Boys High School no. 1 Chaklala (Male),-,42010601,-,300,,300,3,,3
,,-,42010602,-,478,,478,,,
,,-,42010603,-,257,,257,,,
,,-,42010607,-,167,,167,,,
18,F.G BOYS TECHNICLAL HIGH SCHOOL GRACY LANE*,-,42010601,-,,297,297,,3,3
,CHAKLALA (FEMALE),-,42010602,-,,464,464,,,
,,-,42010603,-,,228,228,,,
,,-,42010604,-,,286,286,,,
,,-,42010605,-,,236,236,,,
,,-,42010606,-,,240,240,,,
,,-,42010607,-,,140,140,,,
19,F G BOYS HIGH SCHOOL NO. 1 CHAKLALA (MALE),-,42010604,-,516,,516,2,,2
,,-,42010605,-,316,,316,,,
,,-,42010606,-,295,,295,,,
20,F G BOYS HIGH SCHOOL NO. 1 CHAKLALA (MALE),-,42010701,-,482,,482,3,,3
,,-,42010702,-,626,,626,,,
,,-,42010703,-,379,,379,,,
21,F G GIRLS HIGH SCHOOL NO. 1 CHAKLALA (FEMALE),-,42010701,-,,483,483,,3,3
,,-,42010702,-,,636,636,,,
,,-,42010703,-,,380,380,,,
,,-,42010705,-,,33,33,,,
22,F G QUAID-E-AZAM SECONDARY SCHOOL SCHEME,-,42010704,-,215,,215,1,,1
,NO. 3 (MALE),-,42010705,-,34,,34,,,
,,-,42010706,-,423,,423,,,
23,F G QUAID-E-AZAM SECONDARY SCHOOL SCHEME,-,42010704,-,,184,184,,1,1
,,-,42010706,-,,402,402,,,
24,F G QUAID-E-AZAM SECONDARY  SCHOOL* SCHEME NO. 3 CHAKLALA ,-,42010801,-,1290,,1290,2,,2
25,F G QUAID-E-AZAM COLLEGE ,-,42010801,-,0,1227,1227,,2,2
26,F G QUAID-E-AZAM SCHOOL SCHEME NO. 3 (MALE),-,42010802,-,606,,606,2,,2
,,-,42010803,-,596,,596,,,
27,F G QUAID-E-AZAM COLLEGE CHAKLALA (FEMALE),-,42010802,-,,660,660,,3,3
,,-,42010803,-,,622,622,,,
28,F G GIRLS MIDDLE SCHOOL* NEAR AIRPORT CHAKLALA,-,42010903,-,258,277,535,1,,1
,,-,42010904,-,133,140,273,,,
29,GOVT DEGREE COLLEGE FOR WOMEN* JHANDA PHATTAK,-,42011001,-,300,,300,4,,4
