SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,M.C BOYS PRIMARY SCHOOL GRAIN MARKET WEST GATE MALE,CIRCLE NO 1 BLOCK NO 01,-,-,576,,576,4,,4
,,CIRCLE NO 1 BLOCK NO 02,-,-,780,,780,,,
2,MARKET COMMITEE OFFICE KAMALIA FEMALE,CIRCLE NO 1 BLOCK NO 01,-,-,,527,527,,3,3
,,CIRCLE NO 1 BLOCK NO 02,-,-,,694,694,,,
3,GIRLS PRIMARY SCHOOL GRAIN MARKET WEST GATE MALE,CIRCLE NO 1 BLOCK NO 03,-,-,589,,589,3,,3
,,CIRCLE NO 1 BLOCK NO 05,-,-,606,,606,,,
4,GIRLS PRIMARY SCHOOL GRAIN MARKET EAST GATE FEMALE,CIRCLE NO 1 BLOCK NO 03,-,-,,512,512,,3,3
,,CIRCLE NO 1 BLOCK NO 05,-,-,,552,552,,,
5,MC BOYS PRIMARY SCHOOL NEW BAZAR KAMALIA MALE,CIRCLE NO 1 BLOCK NO 04,-,-,549,,549,3,,3
,,CIRCLE NO 1 BLOCK NO 06,-,-,550,,550,,,
6,SANDAL HIGH SCHOOL NEAR KHOTHI KHALID KHARAL FEMALE,CIRCLE NO 1 BLOCK NO 04,-,-,,556,556,,3,3
,,CIRCLE NO 1 BLOCK NO 06,-,-,,514,514,,,
7,GIRLS ELEMENTARY SCHOOL NEAR EID GAH KHAIRA SHAHEED WEST GATE MALE,CIRCLE NO 2 BLOCK NO 01,-,-,663,,663,4,,4
,,CIRCLE NO 2 BLOCK NO 03,-,-,277,,277,,,
,,CIRCLE NO 2 BLOCK NO 04,-,-,296,,296,,,
8,GIRLS ELEMENTARY SCHOOL NEAR EID GAH KHAIRA ,CIRCLE NO 2 BLOCK NO 01,-,-,,567,567,,3,3
,,CIRCLE NO 2 BLOCK NO 03,-,-,,198,198,,,
,,CIRCLE NO 2 BLOCK NO 04,-,-,,264,264,,,
9,GIRLS ELEMENTARY TEACHERS TRAINING COLLEGE RAILWAY ROAD SOUTHREN,CIRCLE NO 2 BLOCK NO 02,-,-,620,,620,3,,3
,MALE,CIRCLE NO 2 BLOCK NO 06,-,-,520,,520,,,
10,GIRLS ELEMENTARY TEACHERS TRAINING COLLEGE RAILWAY ROAD NORTHURN,CIRCLE NO 2 BLOCK NO 02,-,-,,585,585,,3,3
,FEMALE,CIRCLE NO 2 BLOCK NO 06,-,-,,459,459,,,
11,GIRLS ELEMENTARY TEACHERS TRAINING COLLEGE RAILWAY ROAD EASTREN ,CIRCLE NO 02 BLOCK NO 05,-,-,822,,822,2,,2
12,GIRLS ELEMENTARY TEACHERS TRAINING COLLEGE RAILWAY ROAD WESTERN ,CIRCLE NO 2 BLOCK NO 05,-,-,,668,668,,2,2
13,GIRLS ELEMENTARY SCHOOL MOHALLAH FATEH PUR NOHERN GATE MALE,CIRCLE NO 3 BLOCK NO 01,-,-,522,,522,4,,4
,,CIRCLE NO 3 BLOCK NO 02,-,-,1071,,1071,,,
14,GIRLS ELEMENTARY SCHOOL MOHALLAH FATEH PUR WESTERN GATE FEMALE,CIRCLE NO 3 BLOCK NO 01,-,-,,387,387,,4,4
,,CIRCLE NO 3 BLOCK NO 02,-,-,,927,927,,,
15,LITTLE ANGLE ELEMENTARY SCHOOL MOHALLAH HUSSAIN SHAH MALE,CIRCLE NO 3 BLOCK NO 03,-,-,811,,811,3,,3
,,CIRCLE NO 7 BLOCK NO 05,-,-,410,,410,,,
