SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT BOYS HAPPY HIGH SCHOOL NATIONAL TOWN*,NATION TOWN,70540101,1 TO 398 B-1,398,,398,4,,4
,JINNAH ROAD. LAHORE (MALE),MUSLIM COLONY NATIONAL TOWN,70540102,1 TO 453 B-2,453,,453,,,
,,MUHAMMADI PARK NO 2,70540103,1 TO 523 B-3,523,,523,,,
,,CHAMAN PARK RAJGARTH,70540104  1 TO 415 B-1,-,415,,415,,,
2,GOVT BOYS HAPPY HIGH SCHOOL NATIONAL TOWN* JINNAH ROAD. LAHORE (FE,NATIONAL TOWN.,70540101,1 TO 424 B-1,,424,424,,4,4
,MALE),MUSLIM COLONY NATIONAL TOWN,70540102,1 TO 376 B-2,,376,376,,,
,,MUHAMMADI PARK NO 2,705400103,1 TO 501 B-3,,501,501,,,
,,CHAMAN PARK RAJGARTH,70540104,1 TO 295 B-4,,295,295,,,
3,LAHORE CAMBRIDGE SCHOOL KATCHA SANDA RD* LAHORE (MALE),KAREEM ELAHI PARK,70540201,1 TO 210 B-1,210,,210,4,,4
,,RANA STREET,70540202,1 TO 445 B-2,445,,445,,,
,,SADAQAR PARK,70540203,1 TO 304 B-3,304,,304,,,
,,GILLANI STREET,70540205,1 TO 404 B-4,404,,404,,,
4,LAHORE CAMBRIDGE SCHOOL KATCHA SANDA RD* LAHORE (FEMALE),KAREEM ELAHI PARK,70540201,1 TO 183 B-1,,183,183,,4,4
,,RANA STREET,70540202,1 TO 341 B-2,,341,341,,,
,,SADAQAR PARK,70540203,1 TO 270 B-3,,270,270,,,
,,GILLANI STREET,70540205,1 TO 321 B-4,,321,321,,,
5,LAHORE CAMBRIDGE SCHOOL KATCHA SANDA RD* LAHORE ,FEROZ DIN ROAD,70540204,1 TO 595 B-1,595,,595,1,1,2
,,FEROZ DIN ROAD,70540204,1 TO 515 B-2,,515,515,,,
6,FALCON SECONDARY SCHOOL DIL KUSHA PARK LAHORE (MALE),DIL KUSHA PARK,70540301,1 TO 363 B-1,363,,363,3,,3
,,SATAR PARK,70540302,I TO 449 B-2,449,,449,,,
,,SALEEM PURA,70540303,1 TO 623 B-3,623,,623,,,
7,FALCON SECONDARY SCHOOL DIL KUSHA PARK LAHORE (FEMALE),DIL KUSHA ROAD,70540301,1 TO 338 B-1,,338,338,,3,3
,,SATAR PARK,70540302,1 TO 313 B-2,,313,313,,,
,,SALEEM PURA,70540303,1 TO 532 B-3,,532,532,,,
8,PAK PUBLICK FOUNDATION SCHOOL ZAHOOR DIN ROAD ,NASIR ABAD,70540304,1 TO 1029 B-1,1029,,1029,1,,1
9,PAK PUBLICK FOUNDATION SCHOOL ZAHOOR DIN ROAD ,NASIR ABAD,70540304,1 TO 865 B-1,,865,865,,1,1
10,NOBLE SCHOOL SYSTEM DILKUSHAH PARK LAHORE ,USMAN GUNJ,70540305,1 TO 777 B-1,777,,777,1,,1
11,NOBLE SCHOOL SYSTEM DILKUSHAH PARK LAHORE ,USMAN GUNJ,70540305,1 TO 723 B-1,723,,723,,1,1
12,GOVT MILAT SCHOOL SANDA KALAN NEW CHANDNI CHOWK LAHORE (MALE),MADINA COLONY,70540401,1 TO 807 B-1,807,,807,2,,2
,,NASEEM ZAIDI STREET,70540402,1 TO 434 B-3,434,,434,,,
13,GOVT MILAT SCHOOL SANDA KALAN NEW CHANDNI CHOWK LAHORE (FEMALE),MADINA COLONY,70540401,1 TO 712 B-1,,712,712,,2,2
