SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GPS NAWAGAI COLONY NAWAGAI (MALE & FEMALE),BAR CHAMARKAND,029030101,-,160,169,329,2,1,3
,,BAY CHARAGH,029030102,-,353,160,513,,,
,,MUJAHIDIN,029030103,-,33,21,54,,,
,,MAZ DARA,029030104,-,206,33,239,,,
,,JANSAI,029030105,-,48,,48,,,
,,TOPAI,029030106,-,85,63,148,,,
,,USMAN KHELA,029030107,-,136,88,224,,,
,,MARJANA,029030108,-,15,11,26,,,
2,NEWLY CONSTRUCTED BUILDING JAIL-I,SADIQ ABAD,029010606,-,1120,610,1730,2,1,3
,,BHAI CHINA,029010801,-,532,314,846,,,
3,NEWLY CONSTRUCTED BUILDING JAIL-II,DEHRAI,029010601,-,197,128,325,3,1,4
,,TANGKHATA,029010602,-,374,258,632,,,
,,KHAZANA,029010603,-,580,299,879,,,
,,SAFI ABAD,029010802,-,166,94,260,,,
,,KAUSAR,029010803,-,352,176,528,,,
4,NEWLY CONSTRUCTED BUILDING JAIL-III,SHAHGAI,029010804,-,186,,186,2,1,3
,,DEHLAI,029010805,-,375,257,632,,,
,,GARO,029010807,-,43,29,72,,,
,,MAKHEEN QILLA,029010901,-,48,53,101,,,
,,RASHAKAI,029010904,-,399,186,585,,,
,,MIR MIAN KORONA,029010905,-,130,,130,,,
5,NEWLY CONSTRUCTED BUILDING JAIL-IV,DOZAKHSHAH/J:S,029010902,-,1199,699,1898,2,1,3
,,GUL DEHRAI,029010903,-,80,54,134,,,
,,ENZARAI,029011205,-,541,306,847,,,
6,NEWLY CONSTRUCTED BUILDING JAIL-V,LOE SAM I,029011001,-,318,103,421,2,1,3
,,LOE SAM II,029011002,-,705,405,1110,,,
,,SABAGAI,029011003,-,185,,185,,,
,,TARAKAI,029011004,-,290,140,430,,,
7,NEWLY CONSTRUCTED BUILDING JAIL-VI,LOI JOHAR,029011005,-,393,235,628,1,1,2
,,GULO KAS,029011006,-,293,161,454,,,
8,NEWLY CONSTRUCTED BUILDING JAIL-VII,ZAGA DEHRAI,029011101,-,114,72,186,2,1,3
,,TANGI CHARMANG,029011102,-,739,458,1197,,,
,,SHAWO,029011103,-,222,164,386,,,
9,GOVT: STADIUM-I (MALE & FEMALE),LOI GHUNAI,029011104,-,169,87,256,2,1,3
,,KARBORAI,029011105,-,97,,97,,,
,,BAGORAI,029011106,-,133,98,231,,,
,,ZOOR BANDAR,029011107,-,251,167,418,,,
,,LAKHTAI,029011201,-,217,89,306,,,
,,SHINGAR,029011202,-,82,44,126,,,
,,PEWARA,029011203,-,82,,82,,,
10,GOVT: STADIUM-II (MALE & ,GHUNDO,029011204,-,989,450,1439,2,1,3
11,NEWLY CONSTRUCTED BUILDING JAIL-VIII (MALE &,SHIEKH KILLAI,029010806,-,326,221,547,1,1,2
,,SAMASAI,029011206,-,620,213,833,,,
12,GPS CC KHAR-I (MALE & FEMALE),DAMADOLA-I,029020101,-,476,276,752,2,1,3
,,DAMADOLA-II,029020102,-,650,225,875,,,
13,GPS CC KHAR-II (MALE & FEMALE),DAMADOLA-III,02902103,-,455,330,785,2,1,3
,,DAMADOLA-IV,029020104,-,546,343,889,,,
14,GPS CC KHAR-III (MALE & FEMALE),MATO CHINAGAI,029020105,-,494,249,743,3,1,4
,,INAM K: CHINAGAI,029020106,-,634,447,1081,,,
,,INAM K: CHINAGAI,029020107,-,422,181,603,,,
15,BPS GIRLS PORTION CC KHAR-I (MALE & FEMALE),SEASAI,029020108,-,128,,128,2,,2
,,THANAI,029020109,-,468,212,680,,,
,,BALA UMARI,029021503,-,134,86,220,,,
,,WEST UMARAI,029021504,-,44,42,86,,,
,,NAWAI BAZAR UMARA,029021801,-,340,218,558,,,
,,TONDAI,029021802,-,138,95,233,,,
,,ZOR THANAI,029021804,-,74,39,113,,,
,,UMARAI,029021805,-,108,55,163,,,
16,BPS GIRLS PORTION CC KHAR-II (MALE & FEMALE),BADAN I,029020201,-,265,123,388,2,1,3
,,BADAN II,029020202,-,489,282,771,,,
,,BADAN III,029020203,-,421,144,565,,,
17,BPS GIRLS PORTION CC KHAR-III (MALE & FEMALE),LAHKO HAJI KHAN,029020110,-,86,57,143,2,1,3
,,CHAJO,029020204,-,245,,245,,,
,,BILOOT,029020205,-,183,82,265,,,
,,KOTKAI,029020206,-,67,44,111,,,
,,KALI SHAH,029020207,-,215,118,333,,,
,,MASKEEN ABAD,029020208,-,120,49,169,,,
