SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,ISLAMABAD MODEL COLLEGE FOR GIRLS* F-6/23 (COMBINED),F-6/2,146030301,-,130,144,274,1,1,2
,,F-6/2,146030304,-,168,132,300,,,
2,FEDERAL GOVT. BOYS SECONDARY SCHOOL* NO 8,F-6/2,146030302,-,220,179,399,2,2,4
,F-6/2 (COMBINED),F-6/2 KACHI ABADI,146030303,-,926,585,1511,,,
3,FEDERAL GOVT. JUNIOR MODEL SCHOOL*  NO 9,F-6/3,146030401,-,211,183,394,1,1,2
,F-6/3(COMBINED),F-6/3,146030402,-,187,209,396,,,
,,F-6/3,146030406,-,124,97,221,,,
4,FEDERAL GOVT. JUNIOR MODEL SCHOOL* F-6/4,F-6/4,146030403,-,497,,497,2,,2
,(PART-I*MALE),F-6/4,146030404,-,266,,266,,,
,,F-5,146030405,-,119,,119,,,
,,F-5,146030407,-,119,,119,,,
5,FEDERAL GOVT JUNIOR MODEL SCHOOL F-6/4 (PART-II*FEMALE),F-6/4,146030403,-,,455,455,,2,2
,,F-6/4,146030404,-,,239,239,,,
,,F-5,146030405,-,,59,59,,,
,,F-5,146030407,-,,100,100,,,
6,FEDERAL GOVT GIRLS MODEL SCHOOL PRESIDENTIAL COLONY .(COMBINED),PRESIDENT COLONY (G-5),146030501,-,413,325,738,1,1,2
,,-,146030502,-,120,84,204,,,
7,USMANIA COMMUNITY TECHNICAL MODEL SCHOOL* MUSLIM COLONY (COMBINED),MUSLIM COLONY (KACHI ABADI),146030503,-,385,222,607,2,2,4
,,-,146030504,-,142,73,215,,,
,,-,146030505,-,284,147,431,,,
,,-,146030506,-,275,193,468,,,
8,USMANIA COMMUNITY TECHNICAL MODEL SCHOOL MUSLIM COLONY (COMNBINED),MUSLIM COLONY (KACHI ABADI),146030507,-,161,83,244,2,2,4
,,-,16030508,-,566,364,930,,,
,,-,146030509,-,201,107,308,,,
9,FEDERAL GOVT BOYS SECONDARY SCHOOL* NOORPUR SHAHAN (MALE),NOORPUR SHAHAN,146030601,-,651,,651,3,,3
,,-,146030602,-,1093,,1093,,,
10,FEDERAL GOVT BOYS SECONDARY SCHOOL* NOORPUR SHAHAN (FEMALE),NOORPUR SHAHAN,146030601,-,,497,497,,3,3
,,-,46030602,-,,955,955,,,
11,FEDERAL GOVT. GIRLS SECONDARY SCHOOL*,NOORPUR,146030603,-,307,,307,4,,4
12,FEDERAL GOVT. GIRLS SECONDARY SCHOOL* NOORPUR SHAHAN,NOORPUR SHAHAN,146030603,-,,261,261,,3,3
,(PARII-FEMALE),-,146030604,-,,187,187,,,
,,-,46030605,-,,55,55,,,
,,-,146030606,-,,579,579,,,
13,FEDERAL GOVT GIRTLS SECONDARY SCHOOL* UNIVERSITY COLONY ,QUAID-E-AZAM UNIVERSITY,146030607,-,525,493,1018,1,1,2
14,FEDERAL GOVT. BOYS PRIMARY SCHOOLM NOORPUR ,RATA HOOTER,146030608,-,343,296,639,1,1,2
15,FEDERAL GOVT. BOYS MIDDLE SCHOOL* SAIDPUR.,SAIDPUR,146030701,-,302,192,494,2,1,3
,,-,146030702,-,428,326,754,,,
16,FEDERAL GOVT. GIRLS MIDDLE SCHOOL* SAIDPUR.,SAID PUR,146030703,-,543,390,933,2,,2
