SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT.BOYS DEGREE COLLEGE GOJRA (MALE),CIRCLE NO 1.BLOCK NO.01,-,-,343,,343,2,,2
,,CIRCLE NO 1.BLOCK NO .04,-,-,352,,352,,,
2,BOYS MIDDLE SCHOOL M.C.GOJRA(FEMALE),CIRCLE NO 1.BLOCK NO.01,-,-,,310,310,,2,2
,,CIRCLE NO1.BLOCK NO.04,-,-,,338,338,,,
3,BOYS DEGREE COLLEGE (LAB PORTION)*(MALE),CIRCLE NO 1.BLOCK NO.02,-,-,236,,236,3,,3
,,CIRCLE NO 1.BLOCK NO.03,-,-,485,,485,,,
4,MADRESSA TEHZEB-UL-NISA LADY PARK GOJRA (FEMALE),CIRCLE NO 1.BLOCK NO.02,-,-,,290,290,,2,2
,,CIRCLE NO 1.BLOCK NO.03,-,-,,504,504,,,
5,GOVT BOYS PRIMARY*SCHOOL 296/JB.GOJRA.(MALE),CIRCLE NO.2.BLOCK NO.1,-,-,328,,328,3,,3
,,CIRCLE NO.2 .BLOCK NO.5,-,-,519,,519,,,
6,GIRLS PRIMARY SCHOOL.296/JB.(FEMALE),CIRCLE NO.2.BLOCK NO.1,-,-,,257,257,,3,3
,,CIRCLE NO.2.BLOCK NO.5,-,-,,451,451,,,
7,GIRLS PRIMARY SCHOOL BILAL PARK GOJRA.(MALE),CIRCLENO.2 BLOCK NO.2,-,-,570,,570,4,,4
,,CIRCLE NO2.BLOCK NO.3,-,-,673,,673,,,
8,HOCKEY STADIUM JHANG ROAD GOJRA.(FEMALE),CIRCLE NO2.BLOCK NO.2,-,-,,536,536,,4,4
,,CIRCLE NO2.BLOCK NO.3,-,-,,639,639,,,
9,MILLAT GIRLSHIGH SCHOOL. GOJRA. EAST.(MALE),CIRVLE NO 2.BLOCK NO.4,-,-,739,,739,2,,2
10,MILLAT GIRLS HIGH SCHOOL. GOJRA WEST.(FEMALE),CIRCLE NO2.BLOCK NO.4,-,-,,663,663,,2,2
11,BOYS PRIMARY SCHOOL.BAHARI COLONY GOJRA (MALE),CIRCLE NO 2 BLOCK NO.6,-,-,284,,284,3,,3
,,CIRCLE NO 2.BLOCK NO.7,-,-,705,,705,,,
12,GIRLS PRIMARY SCHOOL BAHARI COLONY GOJRA (FEMALE),CIRCLE NO2.BLOCK NO.6,-,-,,259,259,,2,2
,,CIRCLE NO2 BLOCK NO.7,-,-,,609,609,,,
13,VOCATIONAL INSTITUTE GOJRA. (MALE),CIRCLE NO3.BLOCK.NO.1,-,-,1096,,1096,3,,3
14,GIRLS PRIMARY SCHOOL TUFAIL COLONY GOJRA.,CIRCLE NO 3.BLOCK.NO1,-,-,,940,940,,3,3
15,GIRLS PRIMARY SCHOOL GHAFFAR PARK GOJRA (MALE),CIRCLE NO 3.BLOCK.NO2,-,-,1115,,1115,3,,3
16,GIRLS PRIMARY SCHOOL.GHAFFAR PARK ,CIRCLE NO3 BLOCK.NO2,-,-,,856,856,,3,3
