SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GHS NO 1 NOWSHERA KALAN IST P.S,NOWSHERA KALAN,B-010810101,-,475,,475,2,1,3
,,NOWSHERA KALAN,B-018010103,-,346,276,622,,,
,,NOWSHERA KALAN,B-018010104,-,345,302,647,,,
2,GHS NO 1 NOWSHERA KALAN  2ND P.S,NOWSHERA KALAN,B-018010101,-,,350,350,2,2,4
,,NOWSHERA KALAN,B-018010201,-,805,675,1480,,,
3,GPS HOTI KHEL NSR KALAN,NOWSHERA KALAN,B-018010201,-,644,527,1171,2,1,3
4,GGHS NO 2 NSR KALAN IST P.S,NOWSHERA KALAN,B-018010202,-,382,314,696,2,2,4
,,NOWSHERA KALAN,B-018010205,-,595,423,1018,,,
5,GGHS NO 2 NSR KALAN 2ND P.S,NOWSHERA KALAN,B-018010203,-,577,533,1110,2,1,3
6,GGPS NO 2 NSR KALAN 2ND P.S,NOWSHERA KALAN,B-018010204,-,663,594,1257,2,1,3
7,GPS NO 4 NSR KALAN,NOWSHERA KALAN,B-018010301,-,827,648,1475,2,1,3
8,GPS NO 6 NSR KALAN MANA KHEL,NOWSHERA KALAN,B-018010302,-,1010,591,1601,2,2,4
,,NOWSHERA KALAN,B-018010303,-,548,425,973,,,
9,GGPS SHALA NSR KALAN IST P.S,NOWSHERA KALAN,B-018010304,-,718,528,1246,2,1,3
10,GGPS SHALA KHEL NSR KALAN ,NOWSHERA ,B-018010305,-,365,,365,2,,2
,,NOWSHERA KALAN,B-018010306,-,327,,327,,,
,,NOWSHERA KALAN,B-018010307,-,507,,507,,,
11,GGPS NO 2 NSR KALAN ABAKHEL,NOWSHERA KALAN,B-018010305,-,,260,260,,2,2
,,NOWSHERA KALAN,B-018010306,-,,242,242,,,
,,NOWSHERA KALAN,B-018010307,-,,277,277,,,
12,GMS NSR KALAN NAWAN KILLI IST P.S,NOWSHERA KALAN,B-018010401,-,887,610,1497,2,1,3
13,GMS NSR KALAN NAWAN KILLI 2ND P.S,NOWSHERA KALAN,B-018010402,-,1069,585,1654,2,1,3
14,GGPS NAWAN KILLIN NSR KALAN IST P.S,NOWSHERA KALAN,B-018010403,-,748,,748,3,,3
,,NOWSHERA KALAN,B-018010404,-,261,,261,,,
,,NOWSHERA KALAN,B-018010405,-,373,,373,,,
15,GGPS NAWAN KILLIN NSR KALAN 2ND P.S,NOWSHERA KALAN,B-018010403,-,,401,401,,2,2
,,NOWSHERA KALAN,B-018010404,-,,243,243,,,
,,NOWSHERA KALAN,B-018010405,-,,332,332,,,
16,GHS NO 2 NSR KALAN IST P.S,NOWSHERA KALAN,B-018010501,-,269,200,469,1,1,2
,,NOWSHERA KALAN,B-018010502,-,306,247,553,,,
17,GHS NO 2 NSR KALAN 2ND P.S,NOWSHERA KALAN,B-018010503,-,685,496,1181,2,1,3
18,GGPS QADAR ABAD NSR KALAN,NOWSHERA KALAN,B-018010504,-,1259,,1259,2,,2
19,GPS NO 1 NSR KALAN,NOWSHERA KALAN,B-018010504,-,,956,956,,2,2
20,GGHS NSR KALAN IST P.S ,NOWSHERA ,B-018010601,-,453,290,743,2,1,3
,,NOWSHERA KALAN,B-018010604,-,509,336,845,,,
21,GGHS NSR KALAN 2ND P.S TEHSI ROAD,NOWSHERA KALAN,B-018010602,-,619,358,977,1,1,2
22,GGHS NSR KALAN 3RD P.S,NOWSHERA KALAN,B-018010603,-,1052,718,1770,2,2,4
23,GPS NSR KALAN KISHTI PULL,NOWSHERA KALAN,B-018010605,-,1021,781,1802,2,2,4
24,TC AMANGHAR,AMAN GHAR IND,B-018020101,-,535,369,904,1,1,2
,,AMAN GHAR,B-018020102,-,128,112,240,,,
25,GPS FEROZ SONS AMAANGHAR,AMAN GHAR,B-018020103,-,43,43,86,2,1,3
,,AMAN GHAR,B-018020104,-,90,49,139,,,
,,AMAN GHAR,B-018020105,-,550,314,864,,,
26,GHS AMANGHAR P.S,AMAN GHAR,B-018020201,-,749,454,1203,2,2,4
,,AMAN GHAR,B-018020202,-,419,285,704,,,
27,GHS AMANGHAR 2ND P.S,AMAN GHAR,B-018020203,-,413,308,721,1,1,2
,,AMAN GHAR,B-018020204,-,180,156,336,,,
28,WORKERS FOLKS GRAMMAR SCHOOL LABOUR  AMANGARH,AMAN GHAR,B-018020301,-,164,99,263,2,1,3
,IST P.S,AMAN GHAR,B-018020302,-,298,241,539,,,
,,AMAN GHAR,B-018020306,-,508,321,829,,,
29,WORKERS FOLKS  GRAMMAR SCHOOL LABOUR  AMANGARH ,AMAN GHAR,B-018020303,-,973,565,1538,2,1,3
30,GMS AMANGHAR,AMAN GHAR,B-018020304,-,703,434,1137,2,2,4
,,AMAN GHAR,B-018020307,-,552,388,940,,,
31,GPS AMANGHAR,AMAN GHAR,B-018020304,-,784,618,1402,2,1,3
32,GHS NO 2 NSR CANTT IST P.S,NOWSHERA KALAN,B-019010101,-,242,,242,3,,3
,,B-019010102,NOWSHERA KALAN,-,194,,194,,,
,,NOWSHERA KALAN,B-019010103,-,505,,505,,,
,,NOWSHERA KALAN,B-019010104,-,516,,516,,,
33,GHS NO 2 NSR CANTT 2ND P.S,NOWSHERA KALAN,B-019010101,-,,208,208,,2,2
,,NOWSHERA KALAN,B-019010102,-,,180,180,,,
,,NOWSHERA KALAN,B-019010103,-,,422,422,,,
,,NOWSHERA KALAN,B-019010104,-,,382,382,,,
34,GHS NO 1 NSR CANTT IST P.S,NOWSHERA KALAN,B-019010201,-,509,,509,3,,3
,,NOWSHERA KALAN,B-019010202,-,399,,399,,,
,,NOWSHERA KALAN,B-019010205,-,374,,374,,,
