SerialId,PollingStation,UC,CensusBlock,VotersSerial,MaleVoters,FemaleVoters,TotalVoters,MaleBooths,FemaleBooths,TotalBooths
1,GOVT DEGREE COLLEGE TANK (M),MOH MEHSOODAN,166010101,-,962,,962,4,0,4
,,MOH MEHSOODAN BARKI ABAD,166010102,-,846,,846,,,
2,GHS NO.3 TANK (F),MOH MEHSOODAN,166010101,-,,633,633,,2,2
,,MOH MEHSOODAN BARKI ABAD,166010102,-,,556,556,,,
3,M.C BUILD EAST.PORTION.(M),GULSHAN COLONY,166010103,-,1072,,1072,3,0,3
,,MOH FAIZULLAH/QASABAN BLOCK,166010104,-,532,,532,,,
4,M.C BUILD NORTH POR.(M),MOH MAIDAN,166010105,-,1102,,1102,2,0,2
5,GCMHS. TANK NORTH PORTION (F),GULSHAN COLONY,166010103,-,,599,599,,2,2
,,MOH FAIZULLAH/QASABAN BLOCK,166010104,-,,414,414,,,
6,GCMHS TANK SCIENCE BLOCK ,MOH MAIDAN,166010105,-,,827,827,,2,2
7,GPS NO.2(BR) TANK (M) NEAR GCMHS TANK,QUTAB COLONY,166010201,-,1106,,1106,4,0,4
,,QAZIANWLA,166010204,-,617,,617,,,
8,GG MS QUTAB COLONY TANK (F),QUTAB COLONY,166010201,-,,870,870,,3,3
,,QAZIANWLA,166010204,-,,534,534,,,
9,GPS SABIR ABAD TANK (M),MOH SHEIKHANWAL,166010202,-,966,,966,4,,4
,,MOH SHEIKHANWAL SABIR ABAD,166010203,-,845,,845,,,
10,GOVT COLLEGE FOR WOMEN TANK (F),MOH SHEIKHANWALA QAZIANWALA,166010202,-,,805,805,,3,3
,,MOH SHEIKHANWAL SABIR ABAD,166010203,-,,614,614,,,
11,GGPS KHUDRIANWALA TANK (F),MOH KHUDRIANWALA,1660010205,-,,345,345,,2,2
,,MOH HAIDER KHAN/DOST MUHAMMAD,1660010301,-,,664,664,,,
12,GGHS NO.2 TANK (M),MOH KHUDRIANWALA,1660010205,-,540,,540,3,,3
,,MOH HAIDER KHAN/DOST MOHAMMAD,1660010301,-,952,,952,,,
13,AGRICULTURE OFFICE NEAR CHRISTIAN HOSPITAL TANK (M),MOH DR.RABNAWAZ,1660010302,-,708,,708,3,,3
,,MOH CIVIL LINE,1660010303,-,822,,822,,,
14,GPS NO.2 TANK W.CIRCULAR ROAD (F),MOH DR RABNAWAZ,1660010302,-,,551,551,,2,2
,,MOH CIVIL LINE,1660010303,-,,512,512,,,
15,PESCO OFFICE TANK (M),MOH SAKHI ABAD ILLAHI ABAD,166010304,-,365,,365,3,,3
,,WAZIR ABAD,166010305,-,1015,,1015,,,
16,GMS TANK CANTT (F),MOH SAKHI ABAD ILLAHI ABAD,166010304,-,,208,208,,2,2
,,WAZIR ABAD,166010305,-,,504,504,,,
17,GHS MULLAZAI RIGHT PORTION (M),MULLAZAI 1/5,166020101,-,440,,440,3,,3
,,MULLAZAI 2/5,166020102,-,545,,545,,,
,,MULLAZAI 3/5,166020103,-,594,,594,,,
18,GHS MULLAZAI L.POR (F),MULLAZAI 1/5,166020101,-,,344,344,,3,3
,,MULLAZAI 2/5,166020102,-,,439,439,,,
,,MULLAZAI 3/5,166020103,-,,485,485,,,
19,GPS NO 2 MULLAZAI (MALE),MULLAZAI 4/5,166020104,-,477,,477,2,,2
,,MULLAZAI 5/5,166020105,-,615,,615,,,
20,GHS KAKA KHEL (FEMALE),MULLAZAI 5/5,166020105,-,,492,492,,2,2
,,MULLAZAI 4/5,166020104,-,,383,383,,,
21,GPS MIDAD KHEL (COMB),MIDAD KHEL,166020201,-,450,331,781,1,1,2
22,GPS SAID MOH KOR (M),UMER KHEL 1/2,166020202,-,762,,762,2,0,2
23,GGPS UMER KHEL (F),UMER KHEL 1/2,166020202,-,,650,650,,2,2
24,GPS UMER KHEL (COMB),UMER KHEL 2/2,166020203,-,438,344,782,2,2,4
,,BHITANI PAI KASHT,166020204,-,681,228,909,,,
