PollingStation,Lat,Lng,BoothType,Province,MaleBooths,FemaleBooths,MaleVoters,FemaleVoters
 575 - Govt. Boys Primary School Bairanwala,31.76642,73.27493,Combined,Punjab,2,1,609,429
 525 - Govt. Primary School  Dhari Wala- Badar Ali,31.7681,73.24246,Combined,Punjab,1,1,387,264
 531 - Govt. Girls Primary School Chak No 474,31.77172,73.28767,Combined,Punjab,1,1,505,421
 526 - Govt. Primary School Badar Ali (Kot Badar Din),31.7725,73.22836,Combined,Punjab,1,1,768,663
 528 - Govt. Primary School Chokairian,31.78062,73.21404,Combined,Punjab,2,1,585,473
 515 - Govt. Secondary  School- Zakheera Beranwala (Chak No.2),31.79931,73.25139,Male,Punjab,2,0,965,0
 503 - Govt. Girls Elementary School Kishan Garh,31.80339,73.33002,Combined,Punjab,1,1,672,497
 527 - Govt.  Primary School Attaranwala,31.80506,73.20525,Combined,Punjab,2,1,648,543
 529 - Govt. Girls Highs School Ghubrika (East Side),31.81749,73.20284,Male,Punjab,2,0,930,0
 530 - Govt. Girls Highs School Ghubrika (West Side),31.81749,73.20287,Female,Punjab,0,2,0,743
 514 - Govt. Primary School Chak No. 1,31.81961,73.25594,Combined,Punjab,2,1,754,708
 521 - Govt. Basic Health Center Mustafa Abad(East side),31.82127,73.27998,Male,Punjab,2,0,1046,0
 522 - Govt. Basic Health Center Mustafa Abad(West side),31.82127,73.28001,Female,Punjab,0,2,0,953
 502 - Govt. Primary  School Sharbaga,31.82283,73.33215,Combined,Punjab,1,1,626,457
 509 - Govt. Girls Primary  School Sharbaga,31.82388,73.33398,Combined,Punjab,1,1,637,455
 510 - Govt. Elementary School Chah Anah,31.82682,73.36761,Male,Punjab,3,0,1213,0
 519 - Govt. Boys Elementary School Mustafa Abad(East side),31.82952,73.28007,Male,Punjab,2,0,985,0
 520 - Govt. Boys Elementary School Mustafa Abad(West side),31.82952,73.2801,Female,Punjab,0,2,0,916
 517 - Govt. Girls High School Mustafa Abad (East Side),31.83018,73.27865,Male,Punjab,2,0,986,0
 518 - Govt. Girls High School Mustafa Abad (West Side),31.83018,73.27868,Female,Punjab,0,2,0,822
 435 - Govt. Primary School (for boys) Mochi Wala,31.83437,73.50547,Combined,Punjab,2,1,888,616
 512 - Govt. Primary School Thatha Malian,31.83463,73.25099,Male,Punjab,2,0,947,0
 439 - Govt. Model Primary School Kanwanwali,31.83716,73.46483,Combined,Punjab,2,1,911,673
