PollingStation,Lat,Lng,BoothType,Province,MaleBooths,FemaleBooths,MaleVoters,FemaleVoters
 45 - Government Girls Elementary School Wayanwali.  (Combined),31.99972,74.35508,Combined,Punjab,2,2,1235,987
 146 - Government Model Primary School Herchoke (Combined),32.14684,73.82356,Combined,Punjab,1,1,506,340
 150 - Govt.Model Primary School Kot Her Karan (Combined),32.14699,73.80014,Combined,Punjab,2,1,923,699
 144 - Government Boys Primary School Qila Bagh Singh (Combined),32.15488,73.87873,Combined,Punjab,1,1,611,416
 34 - Government Boys Primary School Kot Shah Muhammad  (Combined),32.15858,73.99579,Combined,Punjab,1,1,569,475
 147 - Govt.Boys Elementary School Madan Chak (Combined),32.16206,73.85262,Combined,Punjab,2,2,1360,1007
 141 - Government Model Primary School Noin Wala (Male),32.17578,73.87766,Male,Punjab,3,0,1518,0
 142 - Government Model Primary School Noin Wala (Famele),32.17578,73.87769,Female,Punjab,0,2,0,1048
 148 - Government Model Primary School Kot Kalian (Combined),32.17705,73.82509,Combined,Punjab,2,1,859,616
 149 - Govt.Boys Elementary School Farm Chakan Wali  (Kot Jan  Bakhish) (Combined),32.18458,73.78541,Combined,Punjab,2,2,1168,867
 140 - Government Boys Primary School Dargahi Wala (Combined),32.18473,73.95123,Combined,Punjab,1,1,739,497
 139 - Government Boys Primary School Dhapai Mehtab Singh (Combined),32.18699,73.92197,Combined,Punjab,2,1,777,548
 219 - Govt.Boys Primary School School Nai Wala (Combined),32.18844,73.83754,Combined,Punjab,2,2,1077,822
 135 - Government Boys Primary School Natt (Combined),32.19176,73.97345,Combined,Punjab,2,1,975,659
 145 - Government Boys Primary School Wazirke Chattha (Combined),32.19561,73.90061,Combined,Punjab,2,2,1217,864
 220 - Basic Health Unit  Gajar Gola (Combined),32.20435,73.7546,Combined,Punjab,2,1,849,587
 215 - Government Muhammad Mushtaq High School Bucha Chatha (combined),32.20722,73.83898,Combined,Punjab,1,1,630,455
 143 - Govt.Girls Elementary School Kot Fazla (Combined),32.20755,73.87947,Combined,Punjab,2,2,1173,886
 137 - Government Girls Elementary School Bhooma Bath (Female),32.21109,73.99972,Female,Punjab,0,3,0,1599
 136 - Government Boys Elementary School Bhooma Bath (Male),32.21343,73.99673,Male,Punjab,3,0,2048,0
 214 - Govt.Boys Primary School Kot Mehar Ali (Combined),32.22279,73.83691,Combined,Punjab,2,1,794,661
 217 - Govt.Model Primary School Dhalwan (Combined),32.22375,73.77153,Combined,Punjab,1,1,616,373
 138 - Government Model Primary School Kot Jahanger ( Combined),32.22501,74.0061,Combined,Punjab,1,1,766,540
 151 - Government Model Primary School Jhattanwali (Combined),32.2263,73.89383,Combined,Punjab,2,2,1329,1104
 152 - Govt Boys Elementary School Hardo Saharan (Combined),32.2263,73.89386,Combined,Punjab,2,2,1512,1008
 153 - Government Girls High School Hardo Saharan (Male),32.22774,73.89437,Male,Punjab,3,0,1716,0
 154 - Government Girls High School Hardo Saharan (Female),32.22774,73.8944,Female,Punjab,0,2,0,1265
 216 - Government Boys Primary School Sahdanwali (Combined),32.23466,73.7983,Combined,Punjab,1,1,690,581
 130 - Govt Boys Primary School Kot Poroya (Combined),32.23599,74.00349,Combined,Punjab,1,1,874,658
 133 - Govt Girls High School  Kalaske (Male),32.2431,74.02036,Male,Punjab,3,0,2548,0
 134 - Govt Girls High School  Kalaske (Female),32.2431,74.02039,Female,Punjab,0,3,0,1841
 131 - Govt Boys High School  Kalaske (Male),32.24339,74.02557,Male,Punjab,4,0,2742,0
 132 - Govt Boys High School  Kalaske (Female),32.24339,74.0256,Female,Punjab,0,4,0,2040
